Package,Package Priority,Developer in Master List,Link of PR Raised,Upgrade Required, Build Status,Version in Build Status,Release in Build Status,Download Success,Number SRPMs downloaded, Dowloaded SRPM 1,Dowloaded SRPM 2,Dowloaded SRPM 3,Version Downloaded SRPM,Release Downloaded SRPM,Package location info,Package Version in 3.0-dev,Bulk Build Success, Bulk Build Number of SRPMs, Developer from under review sheet, Under Review PR Link, Reviewer, Review Status
python-flask,NA,NA,NA,Y,Built,1.1.1,4.azl3,1,1,python-flask-3.0.3-6.fc41.src.rpm,Default Initialized,Default Initialized,3.0.3,6.fc41,EXISTS_IN_EXT,1.1.1,N,0,nan,NOT_FOUND,NA,NA
python-fluidity-sm,NA,NA,NA,N,Built,0.2.0,21.azl3,1,1,python-fluidity-sm-0.2.0-34.fc41.src.rpm,Default Initialized,Default Initialized,0.2.0,34.fc41,EXISTS_IN_EXT,0.2.0,N,0,nan,NOT_FOUND,NA,NA
python-funcsigs,NA,NA,NA,N,Built,1.0.2,20.azl3,1,1,python-funcsigs-1.0.2-35.fc41.src.rpm,Default Initialized,Default Initialized,1.0.2,35.fc41,EXISTS_IN_EXT,1.0.2,Y,1,nan,NOT_FOUND,NA,NA
python-genshi,NA,NA,NA,Y,Built,0.7.5,4.azl3,1,1,python-genshi-0.7.9-2.fc41.src.rpm,Default Initialized,Default Initialized,0.7.9,2.fc41,EXISTS_IN_EXT,0.7.5,N,0,nan,NOT_FOUND,NA,NA
python-gssapi,NA,NA,NA,Y,Built,1.6.1,6.azl3,1,1,python-gssapi-1.7.3-10.fc41.src.rpm,Default Initialized,Default Initialized,1.7.3,10.fc41,EXISTS_IN_EXT,1.6.1,N,0,nan,NOT_FOUND,NA,NA
python-hs-dbus-signature,NA,NA,NA,Revisit No Dnld Ver,Built,0.06,8.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,0.06,N,0,nan,NOT_FOUND,NA,NA
python-httplib2,NA,NA,NA,Y,Built,0.20.3,3.azl3,1,1,python-httplib2-0.21.0-8.fc41.src.rpm,Default Initialized,Default Initialized,0.21.0,8.fc41,EXISTS_IN_EXT,0.20.3,N,0,nan,NOT_FOUND,NA,NA
python-humanize,NA,NA,NA,Y,Built,0.5.1,23.azl3,1,1,python-humanize-4.9.0-2.fc41.src.rpm,Default Initialized,Default Initialized,4.9.0,2.fc41,EXISTS_IN_EXT,0.5.1,N,0,nan,NOT_FOUND,NA,NA
python-hwdata,NA,NA,NA,Y,Failed,2.3.7,11.azl3,1,1,python-hwdata-2.4.1-1.fc41.src.rpm,Default Initialized,Default Initialized,2.4.1,1.fc41,EXISTS_IN_EXT,2.3.7,N,0,nan,NOT_FOUND,NA,NA
python-inotify,NA,NA,NA,N,Built,0.9.6,21.azl3,1,1,python-inotify-0.9.6-36.fc41.src.rpm,Default Initialized,Default Initialized,0.9.6,36.fc41,EXISTS_IN_EXT,0.9.6,Y,1,nan,NOT_FOUND,NA,NA
python-into-dbus-python,P0,Akhila,https://github.com/microsoft/azurelinux/pull/11638,Y,Built,0.07,6.azl3,1,1,python-into-dbus-python-0.8.2-7.fc41.src.rpm,Default Initialized,Default Initialized,0.8.2,7.fc41,EXISTS_IN_EXT,0.07,Y,1,Akhila,https://github.com/microsoft/azurelinux/pull/11638,Bala,Dev Approved
python-iso8601,NA,NA,NA,Y,Built,0.1.12,2.azl3,1,1,python-iso8601-1.1.0-8.fc41.src.rpm,Default Initialized,Default Initialized,1.1.0,8.fc41,EXISTS_IN_EXT,0.1.12,N,0,nan,NOT_FOUND,NA,NA
python-isodate,NA,NA,NA,Y,Built,0.6.0,6.azl3,1,1,python-isodate-0.6.1-13.fc41.src.rpm,Default Initialized,Default Initialized,0.6.1,13.fc41,EXISTS_IN_EXT,0.6.0,N,0,nan,NOT_FOUND,NA,NA
python-isort,New P0,Sreenivasulu,NA,Y,Built,4.3.21,8.azl3,1,1,python-isort-5.13.2-5.fc41.src.rpm,Default Initialized,Default Initialized,5.13.2,5.fc41,EXISTS_IN_EXT,4.3.21,Y,1,nan,NOT_FOUND,NA,NA
python-itsdangerous,NA,NA,NA,Y,Built,0.24,21.azl3,1,1,python-itsdangerous-2.1.2-9.fc41.src.rpm,Default Initialized,Default Initialized,2.1.2,9.fc41,EXISTS_IN_EXT,0.24,N,0,nan,NOT_FOUND,NA,NA
python-justbases,P0,Akhila,https://github.com/microsoft/azurelinux/pull/11594,Y,Built,0.9,15.azl3,1,1,python-justbases-0.15.2-9.fc41.src.rpm,Default Initialized,Default Initialized,0.15.2,9.fc41,EXISTS_IN_EXT,0.9,Y,1,Akhila,https://github.com/microsoft/azurelinux/pull/11594,Suresh,Dev Approved
python-justbytes,P0,Akhila,https://github.com/microsoft/azurelinux/pull/11597,Y,Built,0.11,12.azl3,1,1,python-justbytes-0.15.2-7.fc41.src.rpm,Default Initialized,Default Initialized,0.15.2,7.fc41,EXISTS_IN_EXT,0.11,Y,1,Akhila,https://github.com/microsoft/azurelinux/pull/11597,Suresh,Dev Approved
python-jwcrypto,NA,NA,NA,Y,Built,0.6.0,9.azl3,1,1,python-jwcrypto-1.4.2-11.fc41.src.rpm,Default Initialized,Default Initialized,1.4.2,11.fc41,EXISTS_IN_EXT,0.6.0,N,0,nan,NOT_FOUND,NA,NA
python-kdcproxy,NA,NA,NA,Y,Built,0.4.2,5.azl3,1,1,python-kdcproxy-1.0.0-17.fc41.src.rpm,Default Initialized,Default Initialized,1.0.0,17.fc41,EXISTS_IN_EXT,0.4.2,N,0,nan,NOT_FOUND,NA,NA
python-kerberos,NA,NA,NA,N,Built,1.3.0,9.azl3,1,1,python-kerberos-1.3.0-26.fc41.src.rpm,Default Initialized,Default Initialized,1.3.0,26.fc41,EXISTS_IN_EXT,1.3.0,Y,1,nan,NOT_FOUND,NA,NA
python-kmod,P0,Akhila,https://github.com/microsoft/azurelinux/pull/11636,Revisit Ver Compare,Failed,0.9,28.azl3,1,1,python-kmod-0.9.2-6.fc41.src.rpm,Default Initialized,Default Initialized,0.9.2,6.fc41,EXISTS_IN_EXT,0.9,Y,1,Akhila,https://github.com/microsoft/azurelinux/pull/11636,Suresh,In Review
python-lazy-object-proxy,New P0,Sreenivasulu,NA,Y,Failed,1.4.3,4.azl3,1,1,python-lazy-object-proxy-1.10.0-5.fc41.src.rpm,Default Initialized,Default Initialized,1.10.0,5.fc41,EXISTS_IN_EXT,1.4.3,Y,1,nan,NOT_FOUND,NA,NA
python-ldap,NA,NA,NA,N,Built,3.4.4,1.azl3,1,1,python-ldap-3.4.4-6.fc41.src.rpm,Default Initialized,Default Initialized,3.4.4,6.fc41,EXISTS_IN_EXT,3.4.4,N,0,nan,NOT_FOUND,NA,NA
python-lit,NA,NA,NA,Y,Built,0.9.0,6.azl3,1,1,llvm-19.1.5-1.fc41.src.rpm,Default Initialized,Default Initialized,19.1.5,1.fc41,EXISTS_IN_EXT,0.9.0,N,0,nan,NOT_FOUND,NA,NA
python-mccabe,NA,NA,NA,Y,Built,0.6.1,18.azl3,1,1,python-mccabe-0.7.0-10.fc41.src.rpm,Default Initialized,Default Initialized,0.7.0,10.fc41,EXISTS_IN_EXT,0.6.1,N,0,nan,NOT_FOUND,NA,NA
python-memcached,NA,NA,NA,N,Built,1.59,7.azl3,1,1,python-memcached-1.59-15.fc41.src.rpm,Default Initialized,Default Initialized,1.59,15.fc41,EXISTS_IN_EXT,1.59,Y,1,nan,NOT_FOUND,NA,NA
python-mimeparse,NA,NA,NA,Y,Built,1.6.0,13.azl3,1,1,python-mimeparse-2.0.0-1.fc41.src.rpm,Default Initialized,Default Initialized,2.0.0,1.fc41,EXISTS_IN_EXT,1.6.0,N,0,nan,NOT_FOUND,NA,NA
python-monotonic,NA,NA,NA,N,Built,1.5,7.azl3,1,1,python-monotonic-1.5-21.fc41.src.rpm,Default Initialized,Default Initialized,1.5,21.fc41,EXISTS_IN_EXT,1.5,Y,1,nan,NOT_FOUND,NA,NA
python-msal,NA,NA,NA,Y,Built,1.18.0~b1,3.azl3,1,1,python-msal-1.31.1-1.fc41.src.rpm,Default Initialized,Default Initialized,1.31.1,1.fc41,EXISTS_IN_EXT,1.18.0~b1,N,0,nan,NOT_FOUND,NA,NA
python-msrestazure,NA,NA,NA,N,Built,0.6.4,11.azl3,1,1,python-msrestazure-0.6.4-22.fc41.src.rpm,Default Initialized,Default Initialized,0.6.4,22.fc41,EXISTS_IN_EXT,0.6.4,N,0,nan,NOT_FOUND,NA,NA
python-mutagen,NA,NA,NA,Y,Failed,1.43.0,4.azl3,1,1,python-mutagen-1.47.0-5.fc41.src.rpm,Default Initialized,Default Initialized,1.47.0,5.fc41,EXISTS_IN_EXT,1.43.0,N,0,nan,NOT_FOUND,NA,NA
python-ntlm-auth,NA,NA,NA,N,Built,1.5.0,6.azl3,1,1,python-ntlm-auth-1.5.0-15.fc41.src.rpm,Default Initialized,Default Initialized,1.5.0,15.fc41,EXISTS_IN_EXT,1.5.0,Y,1,nan,NOT_FOUND,NA,NA
python-oauth2client,NA,NA,NA,N,Built,4.1.3,17.azl3,1,1,python-oauth2client-4.1.3-27.fc41.src.rpm,Default Initialized,Default Initialized,4.1.3,27.fc41,EXISTS_IN_EXT,4.1.3,N,0,nan,NOT_FOUND,NA,NA
python-openpyxl,NA,NA,NA,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,python-openpyxl-3.1.2-7.fc41.src.rpm,Default Initialized,Default Initialized,3.1.2,7.fc41,MOVED_TO_CORE,Not Found,N,0,nan,NOT_FOUND,NA,NA
python-openstackdocstheme,NA,NA,NA,Y,Failed,1.29.0,8.azl3,1,1,python-openstackdocstheme-3.0.0-8.fc41.src.rpm,Default Initialized,Default Initialized,3.0.0,8.fc41,EXISTS_IN_EXT,1.29.0,N,0,nan,NOT_FOUND,NA,NA
python-oslo-i18n,NA,NA,NA,Y,Failed,5.1.0,4.azl3,1,1,python-oslo-i18n-6.3.0-5.fc41.src.rpm,Default Initialized,Default Initialized,6.3.0,5.fc41,EXISTS_IN_EXT,5.1.0,N,0,nan,NOT_FOUND,NA,NA
python-oslo-sphinx,NA,NA,NA,Revisit No Dnld Ver,Built,4.18.0,9.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,4.18.0,N,0,nan,NOT_FOUND,NA,NA
python-paramiko,NA,NA,NA,Y,Built,2.12.0,2.azl3,1,1,python-paramiko-3.5.0-1.fc41.src.rpm,Default Initialized,Default Initialized,3.5.0,1.fc41,EXISTS_IN_EXT,2.12.0,N,0,nan,NOT_FOUND,NA,NA
python-podman-api,NA,NA,NA,Revisit No Dnld Ver,Failed,0.0.0,2.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,0.0.0,N,0,nan,NOT_FOUND,NA,NA
python-productmd,NA,NA,NA,Y,Built,1.30,2.azl3,1,1,python-productmd-1.41-2.fc41.src.rpm,Default Initialized,Default Initialized,1.41,2.fc41,EXISTS_IN_EXT,1.30,N,0,nan,NOT_FOUND,NA,NA
python-pycares,NA,NA,NA,Y,Failed,3.1.1,3.azl3,1,1,python-pycares-4.3.0-9.fc41.src.rpm,Default Initialized,Default Initialized,4.3.0,9.fc41,EXISTS_IN_EXT,3.1.1,N,0,nan,NOT_FOUND,NA,NA
python-pydbus,NA,NA,NA,N,Built,0.6.0,13.azl3,1,1,python-pydbus-0.6.0-27.fc41.src.rpm,Default Initialized,Default Initialized,0.6.0,27.fc41,EXISTS_IN_EXT,0.6.0,Y,1,nan,NOT_FOUND,NA,NA
python-pymongo,P0,Akhila,https://github.com/microsoft/azurelinux/pull/11637,Y,Built,3.10.1,6.azl3,1,1,python-pymongo-4.2.0-8.fc41.src.rpm,Default Initialized,Default Initialized,4.2.0,8.fc41,EXISTS_IN_EXT,3.10.1,Y,1,Akhila,https://github.com/microsoft/azurelinux/pull/11637,NA,NA
python-pyperclip,NA,NA,NA,Y,Failed,1.6.4,9.azl3,1,1,python-pyperclip-1.8.2-10.fc41.src.rpm,Default Initialized,Default Initialized,1.8.2,10.fc41,EXISTS_IN_EXT,1.6.4,N,0,nan,NOT_FOUND,NA,NA
python-pyroute2,NA,NA,NA,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,python-pyroute2-0.7.12-4.fc41.src.rpm,Default Initialized,Default Initialized,0.7.12,4.fc41,MOVED_TO_CORE,Not Found,N,0,nan,NOT_FOUND,NA,NA
python-pyrsistent,NA,NA,NA,Y,Built,0.17.3,3.azl3,1,1,python-pyrsistent-0.20.0-8.fc41.src.rpm,Default Initialized,Default Initialized,0.20.0,8.fc41,EXISTS_IN_EXT,0.17.3,N,0,nan,NOT_FOUND,NA,NA
python-pysocks,NA,NA,NA,N,Built,1.7.1,5.azl3,1,1,python-pysocks-1.7.1-25.fc41.src.rpm,Default Initialized,Default Initialized,1.7.1,25.fc41,EXISTS_IN_EXT,1.7.1,Y,1,nan,NOT_FOUND,NA,NA
python-pytest-flake8,NA,NA,NA,Revisit No Dnld Ver,Failed,1.0.4,6.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,1.0.4,N,0,nan,NOT_FOUND,NA,NA
python-pytest-relaxed,NA,NA,NA,Y,Built,2.0.0,1.azl3,1,1,python-pytest-relaxed-2.0.2-3.fc41.src.rpm,Default Initialized,Default Initialized,2.0.2,3.fc41,EXISTS_IN_EXT,2.0.0,N,0,nan,NOT_FOUND,NA,NA
python-pytest-runner,NA,NA,NA,N,Built,4.0,13.azl3,1,1,python-pytest-runner-4.0-24.fc41.src.rpm,Default Initialized,Default Initialized,4.0,24.fc41,EXISTS_IN_EXT,4.0,Y,1,nan,NOT_FOUND,NA,NA
python-pytest-subtests,NA,NA,NA,Y,Built,0.3.1,4.azl3,1,1,python-pytest-subtests-0.12.1-3.fc41.src.rpm,Default Initialized,Default Initialized,0.12.1,3.fc41,EXISTS_IN_EXT,0.3.1,N,0,nan,NOT_FOUND,NA,NA
python-pytest-timeout,NA,NA,NA,Y,Built,1.4.2,4.azl3,1,1,python-pytest-timeout-2.3.1-4.fc41.src.rpm,Default Initialized,Default Initialized,2.3.1,4.fc41,EXISTS_IN_EXT,1.4.2,N,0,nan,NOT_FOUND,NA,NA
python-pytoml,NA,NA,NA,Revisit No Dnld Ver,Built,0.1.18,9.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,0.1.18,N,0,nan,NOT_FOUND,NA,NA
python-qrcode,NA,NA,NA,Y,Built,6.1,6.azl3,1,1,python-qrcode-7.4.2-15.fc41.src.rpm,Default Initialized,Default Initialized,7.4.2,15.fc41,EXISTS_IN_EXT,6.1,N,0,nan,NOT_FOUND,NA,NA
python-rdflib,NA,NA,NA,Y,Built,6.2.0,2.azl3,1,1,python-rdflib-7.0.0-5.fc41.src.rpm,Default Initialized,Default Initialized,7.0.0,5.fc41,EXISTS_IN_EXT,6.2.0,N,0,nan,NOT_FOUND,NA,NA
python-recommonmark,New P0,Sreenivasulu,NA,Y,Built,0.6.0,5.azl3,1,1,python-recommonmark-0.7.1-10.git.fc41.src.rpm,Default Initialized,Default Initialized,0.7.1,10.git.fc41,EXISTS_IN_EXT,0.6.0,Y,1,nan,NOT_FOUND,NA,NA
python-redis,NA,NA,NA,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,python-redis-5.2.0-1.fc41.src.rpm,Default Initialized,Default Initialized,5.2.0,1.fc41,REMOVED_FROM_BOTH,Not Found,N,0,nan,NOT_FOUND,NA,NA
python-requests-file,NA,NA,NA,Y,Built,1.4.3,15.azl3,1,1,python-requests-file-2.0.0-4.fc41.src.rpm,Default Initialized,Default Initialized,2.0.0,4.fc41,EXISTS_IN_EXT,1.4.3,N,0,nan,NOT_FOUND,NA,NA
python-requests-ftp,NA,NA,NA,N,Built,0.3.1,19.azl3,1,1,python-requests-ftp-0.3.1-35.fc41.src.rpm,Default Initialized,Default Initialized,0.3.1,35.fc41,EXISTS_IN_EXT,0.3.1,N,0,nan,NOT_FOUND,NA,NA
python-requests-kerberos,NA,NA,NA,Y,Built,0.12.0,11.azl3,1,1,python-requests-kerberos-0.14.0-5.fc41.src.rpm,Default Initialized,Default Initialized,0.14.0,5.fc41,EXISTS_IN_EXT,0.12.0,N,0,nan,NOT_FOUND,NA,NA
python-requests-mock,NA,NA,NA,Y,Failed,1.7.0,4.azl3,1,1,python-requests-mock-1.12.1-1.fc41.src.rpm,Default Initialized,Default Initialized,1.12.1,1.fc41,EXISTS_IN_EXT,1.7.0,N,0,nan,NOT_FOUND,NA,NA
python-requests-toolbelt,New P0,Sreenivasulu,NA,Y,Built,0.9.1,13.azl3,1,1,python-requests-toolbelt-1.0.0-7.fc41.src.rpm,Default Initialized,Default Initialized,1.0.0,7.fc41,EXISTS_IN_EXT,0.9.1,Y,1,nan,NOT_FOUND,NA,NA
python-requests_ntlm,NA,NA,NA,Y,Built,1.1.0,18.azl3,1,1,python-requests_ntlm-1.2.0-5.fc41.src.rpm,Default Initialized,Default Initialized,1.2.0,5.fc41,EXISTS_IN_EXT,1.1.0,N,0,nan,NOT_FOUND,NA,NA
python-rfc3986,NA,NA,NA,Y,Failed,1.2.0,8.azl3,1,1,python-rfc3986-1.5.0-10.fc41.src.rpm,Default Initialized,Default Initialized,1.5.0,10.fc41,EXISTS_IN_EXT,1.2.0,N,0,nan,NOT_FOUND,NA,NA
python-rpm-generators,NA,NA,NA,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,python-rpm-generators-14-11.fc41.src.rpm,Default Initialized,Default Initialized,14,11.fc41,MOVED_TO_CORE,Not Found,N,0,nan,NOT_FOUND,NA,NA
python-rpmfluff,P0,Akhila,https://github.com/microsoft/azurelinux/pull/11639,Y,Built,0.5.7.1,6.azl3,1,1,python-rpmfluff-0.6.5-3.fc41.src.rpm,Default Initialized,Default Initialized,0.6.5,3.fc41,EXISTS_IN_EXT,0.5.7.1,Y,1,Akhila,https://github.com/microsoft/azurelinux/pull/11639,Suresh,Dev Approved
python-rtslib,P0,Akhila,https://github.com/microsoft/azurelinux/pull/11700,Revisit Ver Compare,Failed,2.1.fb69,9.azl3,1,1,python-rtslib-2.1.76-9.fc41.src.rpm,Default Initialized,Default Initialized,2.1.76,9.fc41,EXISTS_IN_EXT,2.1.fb69,Y,1,Akhila,NA,NA,NA
python-s3transfer,NA,NA,NA,Y,Built,0.3.4,2.azl3,1,1,python-s3transfer-0.10.4-1.fc41.src.rpm,Default Initialized,Default Initialized,0.10.4,1.fc41,EXISTS_IN_EXT,0.3.4,N,0,nan,NOT_FOUND,NA,NA
python-semantic_version,NA,NA,NA,Y,Failed,2.8.4,4.azl3,1,1,python-semantic_version-2.10.0-9.fc41.src.rpm,Default Initialized,Default Initialized,2.10.0,9.fc41,EXISTS_IN_EXT,2.8.4,N,0,nan,NOT_FOUND,NA,NA
python-should_dsl,NA,NA,NA,N,Built,2.1.2,5.azl3,1,1,python-should_dsl-2.1.2-18.fc41.src.rpm,Default Initialized,Default Initialized,2.1.2,18.fc41,EXISTS_IN_EXT,2.1.2,N,0,nan,NOT_FOUND,NA,NA
python-simpleline,P0,Akhila,https://github.com/microsoft/azurelinux/pull/11586,Y,Built,1.6,4.azl3,1,1,python-simpleline-1.9.0-12.fc41.src.rpm,Default Initialized,Default Initialized,1.9.0,12.fc41,EXISTS_IN_EXT,1.6,Y,1,Akhila,NA,Suresh,In Review
python-slip,NA,NA,NA,Revisit No Dnld Ver,Built,0.6.4,21.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,0.6.4,N,0,nan,NOT_FOUND,NA,NA
python-sniffio,NA,NA,NA,Y,Built,1.1.0,11.azl3,1,1,python-sniffio-1.3.1-3.fc41.src.rpm,Default Initialized,Default Initialized,1.3.1,3.fc41,EXISTS_IN_EXT,1.1.0,N,0,nan,NOT_FOUND,NA,NA
python-soupsieve,NA,NA,NA,Y,Failed,1.9.2,5.azl3,1,1,python-soupsieve-2.6-2.fc41.src.rpm,Default Initialized,Default Initialized,2.6,2.fc41,EXISTS_IN_EXT,1.9.2,N,0,nan,NOT_FOUND,NA,NA
python-sphinx-epytext,NA,NA,NA,N,Built,0.0.4,3.azl3,1,1,python-sphinx-epytext-0.0.4-19.fc41.src.rpm,Default Initialized,Default Initialized,0.0.4,19.fc41,EXISTS_IN_EXT,0.0.4,Y,1,nan,NOT_FOUND,NA,NA
python-sphinxcontrib-apidoc,P0,Akhila,https://github.com/microsoft/azurelinux/pull/11635,Y,Failed,0.2.1,15.azl3,1,1,python-sphinxcontrib-apidoc-0.3.0-14.fc41.src.r,Default Initialized,Default Initialized,0.3.0,14.fc41.src.r,EXISTS_IN_EXT,0.2.1,Y,1,Akhila,https://github.com/microsoft/azurelinux/pull/11635,Suresh,Dev Approved
python-sphinxcontrib-httpdomain,NA,NA,NA,N,Built,1.7.0,9.azl3,1,1,python-sphinxcontrib-httpdomain-1.7.0-24.fc41.s,Default Initialized,Default Initialized,1.7.0,24.fc41.s,EXISTS_IN_EXT,1.7.0,Y,1,nan,NOT_FOUND,NA,NA
python-suds,NA,NA,NA,Y,Built,1.0.0,2.azl3,1,1,python-suds-1.1.2-10.fc41.src.rpm,Default Initialized,Default Initialized,1.1.2,10.fc41,EXISTS_IN_EXT,1.0.0,N,0,nan,NOT_FOUND,NA,NA
python-systemd,NA,NA,NA,Y,Built,234,13.azl3,1,1,python-systemd-235-11.fc41.src.rpm,Default Initialized,Default Initialized,235,11.fc41,EXISTS_IN_EXT,234,N,0,nan,NOT_FOUND,NA,NA
python-tempita,NA,NA,NA,N,Built,0.5.2,1.azl3,1,1,python-tempita-0.5.2-14.fc41.src.rpm,Default Initialized,Default Initialized,0.5.2,14.fc41,EXISTS_IN_EXT,0.5.2,Y,1,nan,NOT_FOUND,NA,NA
python-templated-dictionary,NA,NA,NA,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,python-templated-dictionary-1.5-1.fc41.src.rpm,Default Initialized,Default Initialized,1.5,1.fc41,MOVED_TO_CORE,Not Found,N,0,nan,NOT_FOUND,NA,NA
python-testpath,NA,NA,NA,Y,Built,0.5.0,4.azl3,1,1,python-testpath-0.6.0-18.fc41.src.rpm,Default Initialized,Default Initialized,0.6.0,18.fc41,EXISTS_IN_EXT,0.5.0,N,0,nan,NOT_FOUND,NA,NA
python-testresources,NA,NA,NA,Y,Failed,1.0.0,16.azl3,1,1,python-testresources-2.0.1-16.fc41.src.rpm,Default Initialized,Default Initialized,2.0.1,16.fc41,EXISTS_IN_EXT,1.0.0,N,0,nan,NOT_FOUND,NA,NA
python-testscenarios,NA,NA,NA,N,Failed,0.5.0,23.azl3,1,1,python-testscenarios-0.5.0-34.fc41.src.rpm,Default Initialized,Default Initialized,0.5.0,34.fc41,EXISTS_IN_EXT,0.5.0,N,0,nan,NOT_FOUND,NA,NA
python-testtools,NA,NA,NA,Y,Failed,2.4.0,9.azl3,1,1,python-testtools-2.7.1-7.fc41.src.rpm,Default Initialized,Default Initialized,2.7.1,7.fc41,EXISTS_IN_EXT,2.4.0,N,0,nan,NOT_FOUND,NA,NA
python-toml,NA,NA,NA,Y,Built,0.10.1,3.azl3,1,1,python-toml-0.10.2-20.fc41.src.rpm,Default Initialized,Default Initialized,0.10.2,20.fc41,EXISTS_IN_EXT,0.10.1,N,0,nan,NOT_FOUND,NA,NA
python-tornado,NA,NA,NA,Y,Built,6.2.0,1.azl3,1,1,python-tornado-6.3.3-8.fc41.src.rpm,Default Initialized,Default Initialized,6.3.3,8.fc41,EXISTS_IN_EXT,6.2.0,N,0,nan,NOT_FOUND,NA,NA
python-tox,NA,NA,NA,Y,Built,3.15.2,3.azl3,1,1,python-tox-4.23.2-1.fc41.src.rpm,Default Initialized,Default Initialized,4.23.2,1.fc41,EXISTS_IN_EXT,3.15.2,N,0,nan,NOT_FOUND,NA,NA
python-trio,NA,NA,NA,Y,Built,0.16.0,3.azl3,1,1,python-trio-0.23.1-6.fc41.src.rpm,Default Initialized,Default Initialized,0.23.1,6.fc41,EXISTS_IN_EXT,0.16.0,N,0,nan,NOT_FOUND,NA,NA
python-uamqp,NA,NA,NA,Revisit No Dnld Ver,Failed,1.5.1,3.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,1.5.1,N,0,nan,NOT_FOUND,NA,NA
python-unittest2,NA,NA,NA,Revisit No Dnld Ver,Failed,1.1.0,25.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,1.1.0,N,0,nan,NOT_FOUND,NA,NA
python-uritemplate,P0,Akhila,https://github.com/microsoft/azurelinux/pull/11669,Y,Built,3.0.0,13.azl3,1,1,python-uritemplate-4.1.1-10.fc41.src.rpm,Default Initialized,Default Initialized,4.1.1,10.fc41,EXISTS_IN_EXT,3.0.0,Y,1,Akhila,https://github.com/microsoft/azurelinux/pull/11669,Suresh,Dev Approved
python-urwid,NA,NA,NA,Y,Built,2.1.2,2.azl3,1,1,python-urwid-2.6.14-2.fc41.src.rpm,Default Initialized,Default Initialized,2.6.14,2.fc41,EXISTS_IN_EXT,2.1.2,N,0,nan,NOT_FOUND,NA,NA
python-varlink,P0,Akhila,https://github.com/microsoft/azurelinux/pull/11677,Y,Built,30.3.0,2.azl3,1,1,python-varlink-31.0.0-11.fc41.src.rpm,Default Initialized,Default Initialized,31.0.0,11.fc41,EXISTS_IN_EXT,30.3.0,Y,1,Akhila,NA,Suresh,In Review
python-voluptuous,NA,NA,NA,Y,Built,0.11.7,4.azl3,1,1,python-voluptuous-0.15.2-1.fc41.src.rpm,Default Initialized,Default Initialized,0.15.2,1.fc41,EXISTS_IN_EXT,0.11.7,N,0,nan,NOT_FOUND,NA,NA
python-waitress,NA,NA,NA,Y,Built,1.4.4,8.azl3,1,1,python-waitress-3.0.1-1.fc41.src.rpm,Default Initialized,Default Initialized,3.0.1,1.fc41,EXISTS_IN_EXT,1.4.4,N,0,nan,NOT_FOUND,NA,NA
python-webencodings,NA,NA,NA,N,Built,0.5.1,13.azl3,1,1,python-webencodings-0.5.1-26.fc41.src.rpm,Default Initialized,Default Initialized,0.5.1,26.fc41,EXISTS_IN_EXT,0.5.1,Y,1,nan,NOT_FOUND,NA,NA
python-webtest,NA,NA,NA,Y,Built,3.0.0,5.azl3,1,1,python-webtest-3.0.1-1.fc41.src.rpm,Default Initialized,Default Initialized,3.0.1,1.fc41,EXISTS_IN_EXT,3.0.0,N,0,nan,NOT_FOUND,NA,NA
python-whoosh,NA,NA,NA,N,Built,2.7.4,21.azl3,1,1,python-whoosh-2.7.4-33.fc41.src.rpm,Default Initialized,Default Initialized,2.7.4,33.fc41,EXISTS_IN_EXT,2.7.4,Y,1,nan,NOT_FOUND,NA,NA
python-winrm,NA,NA,NA,Y,Built,0.4.1,6.azl3,1,1,python-winrm-0.4.3-8.fc41.src.rpm,Default Initialized,Default Initialized,0.4.3,8.fc41,EXISTS_IN_EXT,0.4.1,N,0,nan,NOT_FOUND,NA,NA
python-xmltodict,P0,Akhila,https://github.com/microsoft/azurelinux/pull/11592,Y,Built,0.12.0,15.azl3,1,1,python-xmltodict-0.13.0-5.fc41.src.rpm,Default Initialized,Default Initialized,0.13.0,5.fc41,EXISTS_IN_EXT,0.12.0,Y,1,Akhila,https://github.com/microsoft/azurelinux/pull/11592,Suresh,Dev Approved
python-yubico,NA,NA,NA,N,Built,1.3.3,9.azl3,1,1,python-yubico-1.3.3-17.fc41.src.rpm,Default Initialized,Default Initialized,1.3.3,17.fc41,EXISTS_IN_EXT,1.3.3,Y,1,nan,NOT_FOUND,NA,NA
