Package,Package Priority,Developer in Master List,Link of PR Raised,Upgrade Required, Build Status,Version in Build Status,Release in Build Status,Download Success,Number SRPMs downloaded, Dowloaded SRPM 1,Dowloaded SRPM 2,Dowloaded SRPM 3,Version Downloaded SRPM,Release Downloaded SRPM,Package location info,Package Version in 3.0-dev,Bulk Build Success, Bulk Build Number of SRPMs, Developer from under review sheet, Under Review PR Link, Reviewer, Review Status
perl-Encode-EUCJPASCII,NA,NA,NA,N,Built,0.03,30.azl3,1,1,perl-Encode-EUCJPASCII-0.03-45.fc41.src.rpm,Default Initialized,Default Initialized,0.03,45.fc41,EXISTS_IN_EXT,0.03,Y,1,nan,NOT_FOUND,NA,NA
perl-Encode-IMAPUTF7,NA,NA,NA,N,Built,1.05,18.azl3,1,1,perl-Encode-IMAPUTF7-1.05-26.fc41.src.rpm,Default Initialized,Default Initialized,1.05,26.fc41,EXISTS_IN_EXT,1.05,Y,1,nan,NOT_FOUND,NA,NA
perl-Env-ShellWords,P1,Akarsh,NA,N,Built,0.02,9.azl3,1,1,perl-Env-ShellWords-0.02-21.fc41.src.rpm,Default Initialized,Default Initialized,0.02,21.fc41,EXISTS_IN_EXT,0.02,N,0,Akarsh,NOT_FOUND,NA,NA
perl-Error,NA,NA,NA,N,Built,0.17029,4.azl3,1,1,perl-Error-0.17029-16.fc41.src.rpm,Default Initialized,Default Initialized,0.17029,16.fc41,EXISTS_IN_EXT,0.17029,Y,1,nan,NOT_FOUND,NA,NA
perl-Eval-Closure,NA,NA,NA,N,Built,0.14,12.azl3,1,1,perl-Eval-Closure-0.14-24.fc41.src.rpm,Default Initialized,Default Initialized,0.14,24.fc41,EXISTS_IN_EXT,0.14,Y,1,nan,NOT_FOUND,NA,NA
perl-Event,P0,Kevin,https://github.com/microsoft/azurelinux/pull/11534,Y,Built,1.27,6.azl3,1,1,perl-Event-1.28-13.fc41.src.rpm,Default Initialized,Default Initialized,1.28,13.fc41,EXISTS_IN_EXT,1.27,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/11534,NA,NA
perl-Exception-Class,P0,Kevin,https://github.com/microsoft/azurelinux/pull/11579,Y,Built,1.44,9.azl3,1,1,perl-Exception-Class-1.45-11.fc41.src.rpm,Default Initialized,Default Initialized,1.45,11.fc41,EXISTS_IN_EXT,1.44,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/11579,NA,NA
perl-ExtUtils-Config,P0,Kevin,https://github.com/microsoft/azurelinux/pull/11582,Y,Built,0.008,19.azl3,1,1,perl-ExtUtils-Config-0.010-1.fc41.src.rpm,Default Initialized,Default Initialized,0.010,1.fc41,EXISTS_IN_EXT,0.008,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/11582,NA,NA
perl-ExtUtils-Depends,P1,Akarsh,NA,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,perl-ExtUtils-Depends-0.8001-11.fc41.src.rpm,Default Initialized,Default Initialized,0.8001,11.fc41,MOVED_TO_CORE,Not Found,N,0,Akarsh,NOT_FOUND,NA,NA
perl-ExtUtils-Helpers,P0,Kevin,https://github.com/microsoft/azurelinux/pull/11624,Y,Built,0.026,14.azl3,1,1,perl-ExtUtils-Helpers-0.028-1.fc41.src.rpm,Default Initialized,Default Initialized,0.028,1.fc41,EXISTS_IN_EXT,0.026,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/11624,NA,NA
perl-ExtUtils-InstallPaths,P0,Kevin,https://github.com/microsoft/azurelinux/pull/11625,Y,Built,0.012,9.azl3,1,1,perl-ExtUtils-InstallPaths-0.014-1.fc41.src.rpm,Default Initialized,Default Initialized,0.014,1.fc41,EXISTS_IN_EXT,0.012,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/11625,NA,NA
perl-ExtUtils-PkgConfig,NA,NA,NA,N,Built,1.16,12.azl3,1,1,perl-ExtUtils-PkgConfig-1.16-25.fc41.src.rpm,Default Initialized,Default Initialized,1.16,25.fc41,EXISTS_IN_EXT,1.16,Y,1,nan,NOT_FOUND,NA,NA
perl-FCGI,P1,Akarsh,NA,Y,Built,0.79,4.azl3,1,1,perl-FCGI-0.82-12.fc41.src.rpm,Default Initialized,Default Initialized,0.82,12.fc41,EXISTS_IN_EXT,0.79,N,0,Akarsh,NOT_FOUND,NA,NA
perl-FFI-CheckLib,P1,Akarsh,NA,Y,Built,0.26,3.azl3,1,1,perl-FFI-CheckLib-0.31-7.fc41.src.rpm,Default Initialized,Default Initialized,0.31,7.fc41,EXISTS_IN_EXT,0.26,N,0,Akarsh,NOT_FOUND,NA,NA
perl-File-BOM,P1,Aninda,https://github.com/microsoft/azurelinux/pull/11433,Y,Built,0.16,5.azl3,1,1,perl-File-BOM-0.18-14.fc41.src.rpm,Default Initialized,Default Initialized,0.18,14.fc41,EXISTS_IN_EXT,0.16,N,0,Aninda,NA,NA,NA
perl-File-BaseDir,P1,Aninda,https://github.com/microsoft/azurelinux/pull/11437,Y,Built,0.08,9.azl3,1,1,perl-File-BaseDir-0.09-10.fc41.src.rpm,Default Initialized,Default Initialized,0.09,10.fc41,EXISTS_IN_EXT,0.08,N,0,Aninda,NA,NA,NA
perl-File-CheckTree,NA,NA,NA,N,Built,4.42,308.azl3,1,1,perl-File-CheckTree-4.42-321.fc41.src.rpm,Default Initialized,Default Initialized,4.42,321.fc41,EXISTS_IN_EXT,4.42,Y,1,nan,NOT_FOUND,NA,NA
perl-File-Copy-Recursive,P1,Aninda,NA,N,Built,0.45,3.azl3,1,1,perl-File-Copy-Recursive-0.45-16.fc41.src.rpm,Default Initialized,Default Initialized,0.45,16.fc41,EXISTS_IN_EXT,0.45,N,0,Aninda,NA,NA,NA
perl-File-DesktopEntry,P1,Aninda,NA,N,Failed,0.22,14.azl3,1,1,perl-File-DesktopEntry-0.22-26.fc41.src.rpm,Default Initialized,Default Initialized,0.22,26.fc41,EXISTS_IN_EXT,0.22,N,0,Aninda,NA,NA,NA
perl-File-Find-Object,P1,Aninda,NA,Y,Built,0.3.5,3.azl3,1,1,perl-File-Find-Object-0.3.8-4.fc41.src.rpm,Default Initialized,Default Initialized,0.3.8,4.fc41,EXISTS_IN_EXT,0.3.5,N,0,Aninda,NA,NA,NA
perl-File-Find-Object-Rule,P1,Aninda,NA,Y,Built,0.0312,3.azl3,1,1,perl-File-Find-Object-Rule-0.0313-9.fc41.src.rp,Default Initialized,Default Initialized,0.0313,9.fc41.src.rp,EXISTS_IN_EXT,0.0312,N,0,Aninda,NA,NA,NA
perl-File-Find-Rule,NA,NA,NA,N,Built,0.34,15.azl3,1,1,perl-File-Find-Rule-0.34-29.fc41.src.rpm,Default Initialized,Default Initialized,0.34,29.fc41,EXISTS_IN_EXT,0.34,Y,1,nan,NOT_FOUND,NA,NA
perl-File-Find-Rule-Perl,New P0,Sumit,NA,Y,Built,1.15,17.azl3,1,1,perl-File-Find-Rule-Perl-1.16-9.fc41.src.rpm,Default Initialized,Default Initialized,1.16,9.fc41,EXISTS_IN_EXT,1.15,Y,1,nan,NOT_FOUND,NA,NA
perl-File-Inplace,NA,NA,NA,N,Built,0.20,26.azl3,1,1,perl-File-Inplace-0.20-36.fc41.src.rpm,Default Initialized,Default Initialized,0.20,36.fc41,EXISTS_IN_EXT,0.20,Y,1,nan,NOT_FOUND,NA,NA
perl-File-MimeInfo,P1,Aninda,NA,Y,Failed,0.29,7.azl3,1,1,perl-File-MimeInfo-0.35-2.fc41.src.rpm,Default Initialized,Default Initialized,0.35,2.fc41,EXISTS_IN_EXT,0.29,N,0,Aninda,NA,NA,NA
perl-File-ReadBackwards,P0,Kevin,https://github.com/microsoft/azurelinux/pull/11626,Y,Built,1.05,18.azl3,1,1,perl-File-ReadBackwards-1.06-11.fc41.src.rpm,Default Initialized,Default Initialized,1.06,11.fc41,EXISTS_IN_EXT,1.05,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/11626,NA,NA
perl-File-Remove,P0,Kevin,https://github.com/microsoft/azurelinux/pull/11691,Y,Built,1.58,7.azl3,1,1,perl-File-Remove-1.61-8.fc41.src.rpm,Default Initialized,Default Initialized,1.61,8.fc41,EXISTS_IN_EXT,1.58,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/11691,Bala,Dev Approved
perl-File-ShareDir,New P0,Sumit,NA,Y,Built,1.116,8.azl3,1,1,perl-File-ShareDir-1.118-12.fc41.src.rpm,Default Initialized,Default Initialized,1.118,12.fc41,EXISTS_IN_EXT,1.116,Y,1,nan,NOT_FOUND,NA,NA
perl-File-ShareDir-Install,P0,Kevin,https://github.com/microsoft/azurelinux/pull/11693,Y,Built,0.13,9.azl3,1,1,perl-File-ShareDir-Install-0.14-7.fc41.src.rpm,Default Initialized,Default Initialized,0.14,7.fc41,EXISTS_IN_EXT,0.13,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/11693,Bala,Dev Approved
perl-File-Slurp,P0,Kevin,https://github.com/microsoft/azurelinux/pull/11694,Y,Built,9999.29,3.azl3,1,1,perl-File-Slurp-9999.32-14.fc41.src.rpm,Default Initialized,Default Initialized,9999.32,14.fc41,EXISTS_IN_EXT,9999.29,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/11694,NA,NA
perl-File-Slurp-Tiny,NA,NA,NA,N,Built,0.004,15.azl3,1,1,perl-File-Slurp-Tiny-0.004-27.fc41.src.rpm,Default Initialized,Default Initialized,0.004,27.fc41,EXISTS_IN_EXT,0.004,Y,1,nan,NOT_FOUND,NA,NA
perl-File-Slurper,New P0,Sumit,NA,Y,Built,0.012,8.azl3,1,1,perl-File-Slurper-0.014-6.fc41.src.rpm,Default Initialized,Default Initialized,0.014,6.fc41,EXISTS_IN_EXT,0.012,Y,1,nan,NOT_FOUND,NA,NA
perl-File-Type,NA,NA,NA,N,Built,0.22,37.azl3,1,1,perl-File-Type-0.22-49.fc41.src.rpm,Default Initialized,Default Initialized,0.22,49.fc41,EXISTS_IN_EXT,0.22,Y,1,nan,NOT_FOUND,NA,NA
perl-File-chdir,NA,NA,NA,N,Built,0.1011,12.azl3,1,1,perl-File-chdir-0.1011-26.fc41.src.rpm,Default Initialized,Default Initialized,0.1011,26.fc41,EXISTS_IN_EXT,0.1011,Y,1,nan,NOT_FOUND,NA,NA
perl-Font-TTF,NA,NA,NA,N,Built,1.06,13.azl3,1,1,perl-Font-TTF-1.06-25.fc41.src.rpm,Default Initialized,Default Initialized,1.06,25.fc41,EXISTS_IN_EXT,1.06,Y,1,nan,NOT_FOUND,NA,NA
perl-FreezeThaw,NA,NA,NA,N,Built,0.5001,30.azl3,1,1,perl-FreezeThaw-0.5001-45.fc41.src.rpm,Default Initialized,Default Initialized,0.5001,45.fc41,EXISTS_IN_EXT,0.5001,Y,1,nan,NOT_FOUND,NA,NA
perl-GD,New P0,Sumit,NA,Y,Built,2.71,5.azl3,1,1,perl-GD-2.83-2.fc41.src.rpm,Default Initialized,Default Initialized,2.83,2.fc41,EXISTS_IN_EXT,2.71,Y,1,nan,NOT_FOUND,NA,NA
perl-GD-Barcode,P1,Aninda,NA,Y,Built,1.15,34.azl3,1,1,perl-GD-Barcode-2.00-5.fc41.src.rpm,Default Initialized,Default Initialized,2.00,5.fc41,EXISTS_IN_EXT,1.15,N,0,Aninda,NA,NA,NA
perl-GSSAPI,NA,NA,NA,N,Built,0.28,31.azl3,1,1,perl-GSSAPI-0.28-47.fc41.src.rpm,Default Initialized,Default Initialized,0.28,47.fc41,EXISTS_IN_EXT,0.28,Y,1,nan,NOT_FOUND,NA,NA
perl-Getopt-ArgvFile,NA,NA,NA,N,Built,1.11,32.azl3,1,1,perl-Getopt-ArgvFile-1.11-44.fc41.src.rpm,Default Initialized,Default Initialized,1.11,44.fc41,EXISTS_IN_EXT,1.11,Y,1,nan,NOT_FOUND,NA,NA
perl-Graphics-ColorNamesLite-WWW,NA,NA,NA,N,Built,1.14.000,6.azl3,1,1,perl-Graphics-ColorNamesLite-WWW-1.14.000-13.fc,Default Initialized,Default Initialized,1.14.000,13.fc,EXISTS_IN_EXT,1.14.000,Y,1,nan,NOT_FOUND,NA,NA
perl-Guard,NA,NA,NA,N,Built,1.023,18.azl3,1,1,perl-Guard-1.023-32.fc41.src.rpm,Default Initialized,Default Initialized,1.023,32.fc41,EXISTS_IN_EXT,1.023,Y,1,nan,NOT_FOUND,NA,NA
perl-HTML-Tree,NA,NA,NA,N,Built,5.07,12.azl3,1,1,perl-HTML-Tree-5.07-27.fc41.src.rpm,Default Initialized,Default Initialized,5.07,27.fc41,EXISTS_IN_EXT,5.07,Y,1,nan,NOT_FOUND,NA,NA
perl-Hook-LexWrap,NA,NA,NA,N,Built,0.26,11.azl3,1,1,perl-Hook-LexWrap-0.26-23.fc41.src.rpm,Default Initialized,Default Initialized,0.26,23.fc41,EXISTS_IN_EXT,0.26,Y,1,nan,NOT_FOUND,NA,NA
perl-IO-AIO,P0,Kevin,https://github.com/microsoft/azurelinux/pull/11695,Y,Built,4.76,2.azl3,1,1,perl-IO-AIO-4.81-3.fc41.src.rpm,Default Initialized,Default Initialized,4.81,3.fc41,EXISTS_IN_EXT,Not Found,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/11695,Bala,Dev Approved
perl-IO-All,P1,Aninda,NA,N,Failed,0.87,11.azl3,1,1,perl-IO-All-0.87-23.fc41.src.rpm,Default Initialized,Default Initialized,0.87,23.fc41,EXISTS_IN_EXT,0.87,N,0,Aninda,NA,NA,NA
perl-IO-CaptureOutput,P1,Aninda,NA,N,Built,1.1105,3.azl3,1,1,perl-IO-CaptureOutput-1.1105-15.fc41.src.rpm,Default Initialized,Default Initialized,1.1105,15.fc41,EXISTS_IN_EXT,1.1105,N,0,Aninda,NA,NA,NA
perl-IO-Compress-Lzma,New P0,Sumit,NA,Y,Built,2.101,5.azl3,1,1,perl-IO-Compress-Lzma-2.212-2.fc41.src.rpm,Default Initialized,Default Initialized,2.212,2.fc41,EXISTS_IN_EXT,2.101,Y,1,nan,NOT_FOUND,NA,NA
perl-IO-Multiplex,NA,NA,NA,N,Built,1.16,16.azl3,1,1,perl-IO-Multiplex-1.16-28.fc41.src.rpm,Default Initialized,Default Initialized,1.16,28.fc41,EXISTS_IN_EXT,1.16,Y,1,nan,NOT_FOUND,NA,NA
perl-IO-SessionData,NA,NA,NA,N,Built,1.03,18.azl3,1,1,perl-IO-SessionData-1.03-30.fc41.src.rpm,Default Initialized,Default Initialized,1.03,30.fc41,EXISTS_IN_EXT,1.03,Y,1,nan,NOT_FOUND,NA,NA
perl-IO-Socket-INET6,P1,Aninda,NA,Y,Built,2.72,19.azl3,1,1,perl-IO-Socket-INET6-2.73-9.fc41.src.rpm,Default Initialized,Default Initialized,2.73,9.fc41,EXISTS_IN_EXT,2.72,N,0,Aninda,NA,NA,NA
perl-IPC-Run3,P0,Kevin,https://github.com/microsoft/azurelinux/pull/11698,Y,Built,0.048,19.azl3,1,1,perl-IPC-Run3-0.049-2.fc41.src.rpm,Default Initialized,Default Initialized,0.049,2.fc41,EXISTS_IN_EXT,0.048,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/11698,Bala,Dev Approved
perl-IPC-System-Simple,NA,NA,NA,N,Built,1.30,2.azl3,1,1,perl-IPC-System-Simple-1.30-14.fc41.src.rpm,Default Initialized,Default Initialized,1.30,14.fc41,EXISTS_IN_EXT,1.30,Y,1,nan,NOT_FOUND,NA,NA
perl-Image-Base,NA,NA,NA,N,Built,1.17,17.azl3,1,1,perl-Image-Base-1.17-29.fc41.src.rpm,Default Initialized,Default Initialized,1.17,29.fc41,EXISTS_IN_EXT,1.17,Y,1,nan,NOT_FOUND,NA,NA
perl-Image-Info,New P0,Sumit,NA,Y,Built,1.42,4.azl3,1,1,perl-Image-Info-1.44-4.fc41.src.rpm,Default Initialized,Default Initialized,1.44,4.fc41,EXISTS_IN_EXT,1.42,Y,1,nan,NOT_FOUND,NA,NA
perl-Image-Xbm,NA,NA,NA,N,Built,1.10,13.azl3,1,1,perl-Image-Xbm-1.10-25.fc41.src.rpm,Default Initialized,Default Initialized,1.10,25.fc41,EXISTS_IN_EXT,1.10,Y,1,nan,NOT_FOUND,NA,NA
perl-Image-Xpm,NA,NA,NA,N,Built,1.13,12.azl3,1,1,perl-Image-Xpm-1.13-25.fc41.src.rpm,Default Initialized,Default Initialized,1.13,25.fc41,EXISTS_IN_EXT,1.13,Y,1,nan,NOT_FOUND,NA,NA
perl-Import-Into,P1,Jagadeesh,NA,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,perl-Import-Into-1.002005-27.fc41.src.rpm,Default Initialized,Default Initialized,1.002005,27.fc41,MOVED_TO_CORE,Not Found,N,0,Jagadeesh,NA,NA,NA
perl-Importer,P0,Kevin,https://github.com/microsoft/azurelinux/pull/11710,Y,Built,0.025,8.azl3,1,1,perl-Importer-0.026-13.fc41.src.rpm,Default Initialized,Default Initialized,0.026,13.fc41,EXISTS_IN_EXT,0.025,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/11710,Bala,Dev Approved
perl-Inline-Files,NA,NA,NA,N,Built,0.71,5.azl3,1,1,perl-Inline-Files-0.71-18.fc41.src.rpm,Default Initialized,Default Initialized,0.71,18.fc41,EXISTS_IN_EXT,0.71,Y,1,nan,NOT_FOUND,NA,NA
perl-JSON-Color,P1,Jagadeesh,NA,Y,Built,0.133,3.azl3,1,1,perl-JSON-Color-0.134-5.fc41.src.rpm,Default Initialized,Default Initialized,0.134,5.fc41,EXISTS_IN_EXT,0.133,N,0,Jagadeesh,NA,NA,NA
perl-JSON-MaybeXS,P1,Jagadeesh,NA,Y,Failed,1.004003,5.azl3,1,1,perl-JSON-MaybeXS-1.004008-2.fc41.src.rpm,Default Initialized,Default Initialized,1.004008,2.fc41,EXISTS_IN_EXT,1.004003,N,0,Jagadeesh,NA,NA,NA
perl-LDAP,P1,Jagadeesh,NA,Y,Built,0.66,10.azl3,1,1,perl-LDAP-0.68-14.fc41.src.rpm,Default Initialized,Default Initialized,0.68,14.fc41,EXISTS_IN_EXT,0.66,N,0,Jagadeesh,NA,NA,NA
perl-LWP-Protocol-https,P0,Kevin,https://github.com/microsoft/azurelinux/pull/11712,Y,Built,6.10,2.azl3,1,1,perl-LWP-Protocol-https-6.14-2.fc41.src.rpm,Default Initialized,Default Initialized,6.14,2.fc41,EXISTS_IN_EXT,6.10,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/11712,Bala,In Review
perl-Lingua-EN-Inflect,P0,Kevin,https://github.com/microsoft/azurelinux/pull/11714,Y,Built,1.904,5.azl3,1,1,perl-Lingua-EN-Inflect-1.905-12.fc41.src.rpm,Default Initialized,Default Initialized,1.905,12.fc41,EXISTS_IN_EXT,1.904,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/11714,Bala,Dev Approved
perl-List-MoreUtils-XS,New P0,Sumit,NA,Y,Built,0.428,9.azl3,1,1,perl-List-MoreUtils-XS-0.430-15.fc41.src.rpm,Default Initialized,Default Initialized,0.430,15.fc41,EXISTS_IN_EXT,0.428,Y,1,nan,NOT_FOUND,NA,NA
perl-Locale-Codes,P0,Kevin,https://github.com/microsoft/azurelinux/pull/11715,Y,Built,3.66,4.azl3,1,1,perl-Locale-Codes-3.79-2.fc41.src.rpm,Default Initialized,Default Initialized,3.79,2.fc41,EXISTS_IN_EXT,3.66,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/11715,NA,NA
perl-Locale-Maketext-Gettext,P0,Kevin,NA,Y,Built,1.30,3.azl3,1,1,perl-Locale-Maketext-Gettext-1.32-12.fc41.src.r,Default Initialized,Default Initialized,1.32,12.fc41.src.r,EXISTS_IN_EXT,1.30,Y,1,Kevin,NA,NA,NA
perl-Locale-Msgfmt,P1,Sumit,NA,N,Failed,0.15,28.azl3,1,1,perl-Locale-Msgfmt-0.15-40.fc41.src.rpm,Default Initialized,Default Initialized,0.15,40.fc41,EXISTS_IN_EXT,0.15,N,0,Sumit,NOT_FOUND,NA,NA
perl-Locale-PO,NA,NA,NA,N,Built,0.27,16.azl3,1,1,perl-Locale-PO-0.27-28.fc41.src.rpm,Default Initialized,Default Initialized,0.27,28.fc41,EXISTS_IN_EXT,0.27,Y,1,nan,NOT_FOUND,NA,NA
perl-Log-Message,NA,NA,NA,N,Built,0.08,22.azl3,1,1,perl-Log-Message-0.08-35.fc41.src.rpm,Default Initialized,Default Initialized,0.08,35.fc41,EXISTS_IN_EXT,0.08,Y,1,nan,NOT_FOUND,NA,NA
perl-Log-Message-Simple,NA,NA,NA,N,Built,0.10,309.azl3,1,1,perl-Log-Message-Simple-0.10-322.fc41.src.rpm,Default Initialized,Default Initialized,0.10,322.fc41,EXISTS_IN_EXT,0.10,Y,1,nan,NOT_FOUND,NA,NA
perl-MIME-Charset,P1,Jagadeesh,NA,Y,Built,1.012.2,12.azl3,1,1,perl-MIME-Charset-1.013.1-6.fc41.src.rpm,Default Initialized,Default Initialized,1.013.1,6.fc41,EXISTS_IN_EXT,1.012.2,N,0,Jagadeesh,NA,NA,NA
perl-MIME-Lite,P1,Jagadeesh,NA,Y,Built,3.031,3.azl3,1,1,perl-MIME-Lite-3.033-11.fc41.src.rpm,Default Initialized,Default Initialized,3.033,11.fc41,EXISTS_IN_EXT,3.031,N,0,Jagadeesh,NA,NA,NA
perl-MIME-Types,P1,Jagadeesh,NA,Y,Built,2.17,9.azl3,1,1,perl-MIME-Types-2.26-2.fc41.src.rpm,Default Initialized,Default Initialized,2.26,2.fc41,EXISTS_IN_EXT,2.17,N,0,Jagadeesh,NA,NA,NA
perl-MLDBM,P1,Jagadeesh,NA,N,Built,2.05,22.azl3,1,1,perl-MLDBM-2.05-33.fc41.src.rpm,Default Initialized,Default Initialized,2.05,33.fc41,EXISTS_IN_EXT,2.05,N,0,Jagadeesh,NA,NA,NA
perl-MRO-Compat,P0,Sreenivasulu,https://github.com/microsoft/azurelinux/pull/11476,Y,Built,0.13,11.azl3,1,1,perl-MRO-Compat-0.15-10.fc41.src.rpm,Default Initialized,Default Initialized,0.15,10.fc41,EXISTS_IN_EXT,0.13,Y,1,Sreenivasulu,https://github.com/microsoft/azurelinux/pull/11476,NA,NA
perl-Mail-AuthenticationResults,New P0,Sumit,NA,Y,Built,1.20200108,3.azl3,1,1,perl-Mail-AuthenticationResults-2.20231031-4.fc,Default Initialized,Default Initialized,2.20231031,4.fc,EXISTS_IN_EXT,1.20200108,Y,1,nan,NOT_FOUND,NA,NA
perl-Mail-DKIM,P1,Jagadeesh,NA,Y,Failed,0.58,4.azl3,1,1,perl-Mail-DKIM-1.20240619-2.fc41.src.rpm,Default Initialized,Default Initialized,1.20240619,2.fc41,EXISTS_IN_EXT,0.58,N,0,Jagadeesh,NA,NA,NA
perl-Mail-IMAPTalk,P0,Sreenivasulu,https://github.com/microsoft/azurelinux/pull/11552,Y,Built,4.04,12.azl3,1,1,perl-Mail-IMAPTalk-4.06-4.fc41.src.rpm,Default Initialized,Default Initialized,4.06,4.fc41,EXISTS_IN_EXT,4.04,Y,1,Sreenivasulu,NA,NA,NA
perl-Mail-SPF,P1,Jyoti,NA,Y,Failed,2.9.0,23.azl3,1,1,perl-Mail-SPF-3.20240923-1.fc41.src.rpm,Default Initialized,Default Initialized,3.20240923,1.fc41,EXISTS_IN_EXT,2.9.0,N,0,Jyoti,NA,NA,NA
perl-MailTools,NA,NA,NA,N,Built,2.21,5.azl3,1,1,perl-MailTools-2.21-17.fc41.src.rpm,Default Initialized,Default Initialized,2.21,17.fc41,EXISTS_IN_EXT,2.21,Y,1,nan,NOT_FOUND,NA,NA
perl-Math-Int64,P0,Sreenivasulu,https://github.com/microsoft/azurelinux/pull/11477,Y,Built,0.54,14.azl3,1,1,perl-Math-Int64-0.57-3.fc41.src.rpm,Default Initialized,Default Initialized,0.57,3.fc41,EXISTS_IN_EXT,0.54,Y,1,Sreenivasulu,https://github.com/microsoft/azurelinux/pull/11477,NA,NA
perl-Mixin-Linewise,New P0,Sumit,NA,Y,Built,0.108,17.azl3,1,1,perl-Mixin-Linewise-0.111-6.fc41.src.rpm,Default Initialized,Default Initialized,0.111,6.fc41,EXISTS_IN_EXT,0.108,Y,1,nan,NOT_FOUND,NA,NA
perl-Module-Build-Tiny,P1,Jyoti,https://github.com/microsoft/azurelinux/pull/11466,Y,Built,0.039,17.azl3,1,1,perl-Module-Build-Tiny-0.051-1.fc41.src.rpm,Default Initialized,Default Initialized,0.051,1.fc41,EXISTS_IN_EXT,0.039,N,0,Jyoti,NA,NA,NA
perl-Module-Implementation,NA,NA,NA,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,perl-Module-Implementation-0.09-40.fc41.src.rpm,Default Initialized,Default Initialized,0.09,40.fc41,MOVED_TO_CORE,Not Found,N,0,nan,NOT_FOUND,NA,NA
perl-Module-Install-AuthorRequires,P1,Jyoti,NA,N,Built,0.02,23.azl3,1,1,perl-Module-Install-AuthorRequires-0.02-35.fc41,Default Initialized,Default Initialized,0.02,35.fc41,EXISTS_IN_EXT,0.02,N,0,Jyoti,NA,NA,NA
perl-Module-Install-AutoLicense,P1,Jyoti,NA,N,Built,0.10,12.azl3,1,1,perl-Module-Install-AutoLicense-0.10-23.fc41.sr,Default Initialized,Default Initialized,0.10,23.fc41.sr,EXISTS_IN_EXT,0.10,N,0,Jyoti,NA,NA,NA
perl-Module-Install-GithubMeta,NA,NA,NA,N,Built,0.30,17.azl3,1,1,perl-Module-Install-GithubMeta-0.30-29.fc41.src,Default Initialized,Default Initialized,0.30,29.fc41.src,EXISTS_IN_EXT,0.30,N,0,nan,NOT_FOUND,NA,NA
perl-Module-Install-ManifestSkip,NA,NA,NA,N,Built,0.24,17.azl3,1,1,perl-Module-Install-ManifestSkip-0.24-30.fc41.s,Default Initialized,Default Initialized,0.24,30.fc41.s,EXISTS_IN_EXT,0.24,Y,1,nan,NOT_FOUND,NA,NA
perl-Module-Install-ReadmeFromPod,P1,Jyoti,NA,N,Failed,0.30,13.azl3,1,1,perl-Module-Install-ReadmeFromPod-0.30-26.fc41.,Default Initialized,Default Initialized,0.30,26.fc41.,EXISTS_IN_EXT,0.30,N,0,Jyoti,NA,NA,NA
perl-Module-Install-ReadmeMarkdownFromPod,NA,NA,NA,N,Built,0.04,11.azl3,1,1,perl-Module-Install-ReadmeMarkdownFromPod-0.04-,Default Initialized,Default Initialized,0.04,,EXISTS_IN_EXT,0.04,Y,1,nan,NOT_FOUND,NA,NA
perl-Module-Install-TestBase,NA,NA,NA,N,Built,0.86,18.azl3,1,1,perl-Module-Install-TestBase-0.86-32.fc41.src.r,Default Initialized,Default Initialized,0.86,32.fc41.src.r,EXISTS_IN_EXT,0.86,Y,1,nan,NOT_FOUND,NA,NA
perl-Module-Load-Util,New P0,Sumit,NA,Y,Built,0.006,2.azl3,1,1,perl-Module-Load-Util-0.012-2.fc41.src.rpm,Default Initialized,Default Initialized,0.012,2.fc41,EXISTS_IN_EXT,0.006,Y,1,nan,NOT_FOUND,NA,NA
perl-Module-Manifest,NA,NA,NA,N,Built,1.09,10.azl3,1,1,perl-Module-Manifest-1.09-22.fc41.src.rpm,Default Initialized,Default Initialized,1.09,22.fc41,EXISTS_IN_EXT,1.09,Y,1,nan,NOT_FOUND,NA,NA
perl-Module-Manifest-Skip,NA,NA,NA,N,Built,0.23,17.azl3,1,1,perl-Module-Manifest-Skip-0.23-32.fc41.src.rpm,Default Initialized,Default Initialized,0.23,32.fc41,EXISTS_IN_EXT,0.23,Y,1,nan,NOT_FOUND,NA,NA
perl-Module-Package,P1,Jyoti,NA,N,Failed,0.30,24.azl3,1,1,perl-Module-Package-0.30-36.fc41.src.rpm,Default Initialized,Default Initialized,0.30,36.fc41,EXISTS_IN_EXT,0.30,N,0,Jyoti,NA,NA,NA
