Package,Developer,Upgrade to be done (Y/N/To be removed),Is some confirmation required (Y/N),Confirmation done  (Y/N),2.0 EXT pkg present in either SPECS or EXT of 3.0-dev (Y/N),2.0 EXT pkg present in EXT of 3.0-dev(Y/N),"Confirm if removal is deliberate (Y/N) (If N in both Column F and Column G, here we put Y.  A Y here means we must check with Microsoft if this is a deliberate removal of the package)","Moved from EXT in 2.0 to Core in 3.0-dev (Y/N) (If Y in Column F and N in Column G, then this is Y)",Remarks,"Priority (P0, P1, P2)",New Name of Package,Package added to Azure Linux 3.0-dev,Newer ACTION,Newer UPGRADE,Newer BUILD_CHECK_REQD,PR Created Despite a No in Newer Upgrade decision
perl-File-Find-Object-Rule,Archana,,N,N,Y,Y,N,N,,P1,NA,N,Y,Y,Y,N
perl-File-Find-Rule,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-File-Find-Rule-Perl,Sumit,,N,N,Y,Y,N,N,,New P0,NA,N,Y,Y,Y,N
perl-File-Inplace,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-File-MimeInfo,Aninda,,N,N,Y,Y,N,N,,P1,NA,N,Y,Y,Y,N
perl-File-ReadBackwards,Kevin,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
perl-File-Remove,Kevin,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
perl-File-ShareDir,Sumit,,N,N,Y,Y,N,N,,New P0,NA,N,Y,Y,Y,N
perl-File-ShareDir-Install,Kevin,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
perl-File-Slurp,Kevin,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
perl-File-Slurp-Tiny,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-File-Slurper,Sumit,,N,N,Y,Y,N,N,,New P0,NA,N,Y,Y,Y,N
perl-File-Type,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-File-chdir,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Font-TTF,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-FreezeThaw,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-GD,Sumit,,N,N,Y,Y,N,N,,New P0,NA,N,Y,Y,Y,N
perl-GD-Barcode,Aninda,,N,N,Y,Y,N,N,,CP_batch2,NA,N,Y,Y,Y,N
perl-GSSAPI,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Getopt-ArgvFile,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Graphics-ColorNamesLite-WWW,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Guard,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-HTML-Tree,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Hook-LexWrap,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-IO-AIO,Kevin,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
perl-IO-All,Aninda,,N,N,Y,Y,N,N,,P1,NA,N,N,N,Y,N
perl-IO-CaptureOutput,Aninda,,N,N,Y,Y,N,N,,P1,NA,N,N,N,Y,N
perl-IO-Compress-Lzma,Sumit,,N,N,Y,Y,N,N,,New P0,NA,N,Y,Y,Y,N
perl-IO-Multiplex,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-IO-SessionData,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-IO-Socket-INET6,Archana,,N,N,Y,Y,N,N,,P1,NA,N,Y,Y,Y,N
perl-IPC-Run3,Kevin,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
perl-IPC-System-Simple,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Image-Base,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Image-Info,Sumit,,N,N,Y,Y,N,N,,New P0,NA,N,Y,Y,Y,N
perl-Image-Xbm,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Image-Xpm,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Import-Into,Jagadeesh,,N,N,Y,N,N,Y,,P1,NA,N,N_NoBldVer_and_MovedToCore,N,N,N
perl-Importer,Kevin,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
perl-Inline-Files,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-JSON-Color,Jagadeesh,,N,N,Y,Y,N,N,,P1,NA,N,Y,Y,Y,N
perl-JSON-MaybeXS,Jagadeesh,,N,N,Y,Y,N,N,,P1,NA,N,Y,Y,Y,N
perl-LDAP,Jagadeesh,,N,N,Y,Y,N,N,,P1,NA,N,Y,Y,Y,N
perl-LWP-Protocol-https,Kevin,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
perl-Lingua-EN-Inflect,Kevin,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
perl-List-MoreUtils-XS,Sumit,,N,N,Y,Y,N,N,,New P0,NA,N,Y,Y,Y,N
perl-Locale-Codes,Kevin,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
perl-Locale-Maketext-Gettext,Sumit,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
perl-Locale-Msgfmt,Sumit,,N,N,Y,Y,N,N,,CP_batch1,NA,N,N,N,Y,Y
perl-Locale-PO,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Log-Message,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Log-Message-Simple,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-MIME-Charset,Jagadeesh,,N,N,Y,Y,N,N,,CP_batch1,NA,N,Y,Y,Y,N
perl-MIME-Lite,Jagadeesh,,N,N,Y,Y,N,N,,P1,NA,N,Y,Y,Y,N
perl-MIME-Types,Jagadeesh,,N,N,Y,Y,N,N,,P1,NA,N,Y,Y,Y,N
perl-MLDBM,Jagadeesh,,N,N,Y,Y,N,N,,P1,NA,N,N,N,Y,N
perl-MRO-Compat,Sreenivasulu,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
perl-Mail-AuthenticationResults,Sumit,,N,N,Y,Y,N,N,,New P0,NA,N,Y,Y,Y,N
perl-Mail-DKIM,Jagadeesh,,N,N,Y,Y,N,N,,P1,NA,N,Y,Y,Y,N
perl-Mail-IMAPTalk,Sreenivasulu,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
perl-Mail-SPF,Jyoti,,N,N,Y,Y,N,N,,P1,NA,N,Y,Y,Y,N
perl-MailTools,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Math-Int64,Sreenivasulu,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
perl-Mixin-Linewise,Sumit,,N,N,Y,Y,N,N,,New P0,NA,N,Y,Y,Y,N
perl-Module-Build-Tiny,Jyoti,,N,N,Y,Y,N,N,,P1,NA,N,Y,Y,Y,N
perl-Module-Implementation,,,N,N,Y,N,N,Y,,NA,NA,N,N_NoBldVer_and_MovedToCore,N,N,N
perl-Module-Install-AuthorRequires,Jyoti,,N,N,Y,Y,N,N,,CP_batch1,NA,N,N,N,Y,N
perl-Module-Install-AutoLicense,Jyoti,,N,N,Y,Y,N,N,,P1,NA,N,N,N,Y,N
perl-Module-Install-GithubMeta,Archana,,N,N,Y,Y,N,N,,CP_batch1,NA,N,N,N,Y,N
perl-Module-Install-ManifestSkip,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Module-Install-ReadmeFromPod,Jyoti,,N,N,Y,Y,N,N,,P1,NA,N,N,N,Y,N
perl-Module-Install-ReadmeMarkdownFromPod,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Module-Install-TestBase,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Module-Load-Util,Sumit,,N,N,Y,Y,N,N,,New P0,NA,N,Y,Y,Y,N
perl-Module-Manifest,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Module-Manifest-Skip,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Module-Package,Jyoti,,N,N,Y,Y,N,N,,P1,NA,N,N,N,Y,N
perl-Module-Package-Au,Jyoti,,N,N,Y,Y,N,N,,P1,NA,N,N,N,Y,N
perl-Module-Pluggable,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Module-Runtime,Jyoti,,N,N,Y,N,N,Y,,P1,NA,N,N_NoBldVer_and_MovedToCore,N,N,N
perl-Module-Signature,Jyoti,,N,N,Y,Y,N,N,,P1,NA,N,Y,Y,Y,N
perl-Mojolicious,Sreenivasulu,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
perl-Moo,Sreenivasulu,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
perl-Mozilla-CA,Sreenivasulu,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
perl-Mozilla-LDAP,,,N,N,Y,Y,N,N,,NA,NA,N,N_DNLD_fail_Chk_Build,N,Y,N
perl-NNTPClient,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Net-CIDR-Lite,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Net-DNS,Jyoti,,N,N,Y,Y,N,N,,P1,NA,N,Y,Y,Y,N
perl-Net-DNS-Resolver-Mock,Jyoti,,N,N,Y,Y,N,N,,P1,NA,N,Y,Y,Y,N
perl-Net-DNS-Resolver-Programmable,Jyoti,,N,N,Y,Y,N,N,,P1,NA,N,N,N,Y,N
perl-Net-Daemon,Sreenivasulu,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
perl-Net-IMAP-Simple,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Net-IMAP-Simple-SSL,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Net-IP,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Net-LibIDN2,Jyoti,,N,N,Y,Y,N,N,,P1,NA,N,Y,Y,Y,N
perl-Net-Patricia,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Net-SMTP-SSL,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Net-SNMP,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Net-Telnet,Sreenivasulu,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
perl-Newt,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Number-Compare,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Object-Deadly,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Object-HashBase,Sreenivasulu,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
perl-PAR-Dist,Sreenivasulu,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
perl-PPI,Sumit,,N,N,Y,Y,N,N,,New P0,NA,N,Y,Y,Y,N
perl-PPI-HTML,Kevin,,N,N,Y,Y,N,N,,CP_batch1,NA,N,N,N,Y,N
perl-PPIx-QuoteLike,Kevin,,N,N,Y,Y,N,N,,P1,NA,N,Y,Y,Y,N
perl-PPIx-Regexp,Sumit,,N,N,Y,Y,N,N,,New P0,NA,N,Y,Y,Y,N
perl-PPIx-Utilities,Kevin,,N,N,Y,Y,N,N,,P1,NA,N,N,N,Y,N
perl-Package-Anon,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Package-Constants,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Package-DeprecationManager,Kevin,,N,N,Y,Y,N,N,,P1,NA,N,Y,Y,Y,N
perl-Package-Generator,Kevin,,N,N,Y,N,N,Y,,P1,NA,N,N_NoBldVer_and_MovedToCore,N,N,N
perl-Package-Stash,Kevin,,N,N,Y,Y,N,N,,P1,NA,N,Y,Y,Y,N
perl-Package-Stash-XS,Sumit,,N,N,Y,Y,N,N,,New P0,NA,N,Y,Y,Y,N
perl-PadWalker,Kevin,,N,N,Y,N,N,Y,,P1,NA,N,N_NoBldVer_and_MovedToCore,N,N,N
perl-Paper-Specs,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Parallel-Iterator,Sreenivasulu,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
perl-Params-Classify,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Params-Util,Kevin,,N,N,Y,N,N,Y,,P1,NA,N,N_NoBldVer_and_MovedToCore,N,N,N
perl-Params-Validate,Sumit,,N,N,Y,Y,N,N,,P1,NA,N,Y,Y,Y,N
perl-Params-ValidationCompiler,Sumit,,N,N,Y,Y,N,N,,P1,NA,N,Y,Y,Y,N
perl-Parse-RecDescent,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Parse-Yapp,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Path-Tiny,Sreenivasulu,,N,N,Y,Y,N,N,,P1,NA,N,Y,Y,Y,N
perl-Perl-Critic,Sreenivasulu,,N,N,Y,Y,N,N,,P1,NA,N,Y,Y,Y,N
perl-Perl-Critic-More,Sreenivasulu,,N,N,Y,Y,N,N,,P1,NA,N,N,N,Y,N
perl-Perl-Destruct-Level,Sreenivasulu,,N,N,Y,N,N,Y,,P1,NA,N,N_NoBldVer_and_MovedToCore,N,N,N
perl-Perl-MinimumVersion,Sreenivasulu,,N,N,Y,Y,N,N,,P1,NA,N,Y,Y,Y,N
perl-Perl4-CoreLibs,Sreenivasulu,,N,N,Y,Y,N,N,,P1,NA,N,Y,Y,Y,N
perl-PerlIO-gzip,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-PerlIO-utf8_strict,Sumit,,N,N,Y,Y,N,N,,New P0,NA,N,Y,Y,Y,N
perl-PkgConfig-LibPkgConf,Sumit,,N,N,Y,Y,N,N,,P1,NA,N,N,N,Y,N
perl-Pod-Coverage-TrustPod,Sumit,,N,N,Y,Y,N,N,,New P0,NA,N,Y,Y,Y,N
perl-Pod-Escapes,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Pod-Eventual,Sumit,,N,N,Y,Y,N,N,,New P0,NA,N,Y,Y,Y,N
perl-Pod-LaTeX,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Pod-Markdown,Sumit,,N,N,Y,Y,N,N,,New P0,NA,N,Y,Y,Y,N
perl-Pod-POM,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Pod-Plainer,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Pod-Spell,Sumit,,N,N,Y,Y,N,N,,New P0,NA,N,Y,Y,Y,N
perl-Probe-Perl,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Razor-Agent,Sreenivasulu,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
perl-Readonly,Sreenivasulu,,N,N,Y,Y,N,N,,P1,NA,N,N,N,Y,N
perl-Readonly-XS,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Ref-Util,Sreenivasulu,,N,N,Y,Y,N,N,,P1,NA,N,N,N,Y,N
perl-Ref-Util-XS,Sreenivasulu,,N,N,Y,Y,N,N,,P1,NA,N,N,N,Y,N
perl-Regexp-Pattern-Perl,Sreenivasulu,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
perl-Return-MultiLevel,Sreenivasulu,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
perl-Role-Tiny,Sreenivasulu,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
perl-SGMLSpm,Sumit,,N,N,Y,Y,N,N,,NA,NA,N,Decide_Rev_VerComp,N_DECIDED,Y,N
perl-SNMP_Session,Sreenivasulu,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
perl-SUPER,Sreenivasulu,,N,N,Y,N,N,Y,,P1,NA,N,N_NoBldVer_and_MovedToCore,N,N,N
perl-Scope-Guard,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Scope-Upper,Sreenivasulu,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
perl-Socket6,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Software-License,Sumit,,N,N,Y,Y,N,N,,New P0,NA,N,Y,Y,Y,N
perl-Sort-Versions,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Specio,Sumit,,N,N,Y,Y,N,N,,P1,NA,N,Y,Y,Y,N
perl-Spiffy,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-String-CRC32,Sreenivasulu,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
perl-String-Format,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-String-Similarity,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Sub-Exporter,Sumit,,N,N,Y,N,N,Y,,P1,NA,N,N_NoBldVer_and_MovedToCore,N,N,N
perl-Sub-Exporter-Progressive,Sumit,,N,N,Y,N,N,Y,,P1,NA,N,N_NoBldVer_and_MovedToCore,N,N,N
perl-Sub-Identify,Sumit,,N,N,Y,N,N,Y,,P1,NA,N,N_NoBldVer_and_MovedToCore,N,N,N
perl-Sub-Info,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Sub-Install,Sumit,,N,N,Y,N,N,Y,,P1,NA,N,N_NoBldVer_and_MovedToCore,N,N,N
perl-Sub-Quote,Sumit,,N,N,Y,N,N,Y,,P1,NA,N,N_NoBldVer_and_MovedToCore,N,N,N
perl-Sub-Uplevel,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Switch,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Syntax-Highlight-Engine-Kate,Sumit,,N,N,Y,Y,N,N,,CP_batch1,NA,N,N,N,Y,N
perl-Sys-CPU,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Sys-MemInfo,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Taint-Runtime,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Task-Weaken,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Term-Size-Any,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Term-Size-Perl,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Term-Table,Sumit,,N,N,Y,Y,N,N,,P1,NA,N,Y,Y,Y,N
perl-Term-UI,Sumit,,N,N,Y,Y,N,N,,New P0,NA,N,Y,Y,Y,N
perl-TermReadKey,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Test-Base,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Test-CPAN-Meta,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Test-CPAN-Meta-JSON,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Test-ClassAPI,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Test-Differences,Sumit,,N,N,Y,Y,N,N,,New P0,NA,N,Y,Y,Y,N
perl-Test-DistManifest,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Test-Distribution,Sumit,,N,N,Y,Y,N,N,,P1,NA,N,N,N,Y,N
perl-Test-EOL,Sreenivasulu,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
perl-Test-Exception,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Test-Exit,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Test-FailWarnings,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Test-File,Sreenivasulu,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
perl-Test-File-ShareDir,Sumit,,N,N,Y,Y,N,N,,P1,NA,N,N,N,Y,N
perl-Test-Harness,Sreenivasulu,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
perl-Test-HasVersion,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Test-InDistDir,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Test-Inter,Sreenivasulu,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
perl-Test-LongString,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Test-Manifest,Sreenivasulu,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
perl-Test-Memory-Cycle,,,N,N,Y,N,N,Y,,NA,NA,N,N_NoBldVer_and_MovedToCore,N,N,N
perl-Test-MinimumVersion,Akhila,,N,N,Y,Y,N,N,,NA,NA,N,Y,Y,Y,N
perl-Test-MockObject,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Test-MockRandom,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Test-NoTabs,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Test-Object,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Test-Output,,,N,N,Y,N,N,Y,,NA,NA,N,N_NoBldVer_and_MovedToCore,N,N,N
perl-Test-Portability-Files,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Test-Requires,,,N,N,Y,N,N,Y,,NA,NA,N,N_NoBldVer_and_MovedToCore,N,N,N
perl-Test-RequiresInternet,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Test-Script,Archana,,N,N,Y,Y,N,N,,CP_batch2,NA,N,Y,Y,Y,N
perl-Test-Simple,Jyoti,,N,N,Y,Y,N,N,,NA,NA,N,Y,Y,Y,N
perl-Test-SubCalls,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Test-Synopsis,Sreenivasulu,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
perl-Test-Taint,,,N,N,Y,N,N,Y,,NA,NA,N,N_NoBldVer_and_MovedToCore,N,N,N
perl-Test-TrailingSpace,Archana,,N,N,Y,Y,N,N,,NA,NA,N,Y,Y,Y,N
perl-Test-Vars,,,N,N,Y,Y,N,N,,NA,NA,N,N_DNLD_fail_Chk_Build,N,Y,N
perl-Test-Warn,Sumit,,N,N,Y,Y,N,N,,New P0,NA,N,Y,Y,Y,N
perl-Test-Without-Module,,,N,N,Y,N,N,Y,,NA,NA,N,N_NoBldVer_and_MovedToCore,N,N,N
perl-Test-utf8,Archana,,N,N,Y,Y,N,N,,CP_batch1,NA,N,N,N,Y,N
perl-Test2-Plugin-NoWarnings,Akarsh,,N,N,Y,Y,N,N,,CP_batch2,NA,N,Y,Y,Y,N
perl-Test2-Suite,Jyoti,,N,N,Y,Y,N,N,,NA,perl-Test-Simple,N,Y,Y,Y,N
perl-Test2-Tools-Explain,Akhila,,N,N,Y,Y,N,N,,CP_batch2,NA,N,N,N,Y,Y
perl-Text-CSV_XS,Sumit,,N,N,Y,Y,N,N,,New P0,NA,N,Y,Y,Y,N
perl-Text-CharWidth,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Text-Diff,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Text-Glob,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Text-Iconv,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Text-Soundex,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Text-Unidecode,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Text-WrapI18N,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Tie-IxHash,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Tree-DAG_Node,Sumit,,N,N,Y,Y,N,N,,New P0,NA,N,Y,Y,Y,N
perl-UNIVERSAL-can,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-UNIVERSAL-isa,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Unicode-EastAsianWidth,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Unicode-LineBreak,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Unicode-Map8,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Unicode-String,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Unicode-UTF8,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Unix-Syslog,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-Variable-Magic,Sumit,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
perl-Version-Requirements,Sumit,,N,N,Y,Y,N,N,,P0,NA,N,N,N,Y,N
perl-XML-Catalog,Sumit,,N,N,Y,Y,N,N,,P0,NA,N,N,N,Y,N
perl-XML-DOM,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-XML-Dumper,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-XML-Filter-BufferText,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-XML-Generator,Sumit,,N,N,Y,Y,N,N,,New P0,NA,N,Y,Y,Y,N
perl-XML-Grove,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-XML-Handler-YAWriter,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-XML-LibXSLT,Akhila,,N,N,Y,Y,N,N,,NA,NA,N,Y,Y,Y,N
perl-XML-Parser-Lite,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-XML-RegExp,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-XML-SAX-Writer,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-XML-Simple,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-XML-TokeParser,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-XML-TreeBuilder,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-XML-Twig,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-XML-Writer,Sumit,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
perl-XML-XPathEngine,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
perl-XString,Sumit,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
