S.No.,Package Name,Dev,PR Link,Reviewer,Status,
1056,perl-String-CRC32,Sreenivasulu,,,,
1057,perl-String-Format,,NOT_FOUND,,,
1058,perl-String-Similarity,,NOT_FOUND,,,
1059,perl-Sub-Exporter,Sumit,,,,
1060,perl-Sub-Exporter-Progressive,Sumit,,,,
1061,perl-Sub-Identify,Sumit,,,,
1062,perl-Sub-Info,,NOT_FOUND,,,
1063,perl-Sub-Install,Sumit,,,,
1064,perl-Sub-Quote,Sumit,,,,
1065,perl-Sub-Uplevel,,NOT_FOUND,,,
1066,perl-Switch,,NOT_FOUND,,,
1067,perl-Syntax-Highlight-Engine-Kate,Sumit,,,,
1068,perl-Sys-CPU,,NOT_FOUND,,,
1069,perl-Sys-MemInfo,,NOT_FOUND,,,
1070,perl-Taint-Runtime,,NOT_FOUND,,,
1071,perl-Task-Weaken,,NOT_FOUND,,,
1072,perl-Term-Size-Any,,NOT_FOUND,,,
1073,perl-Term-Size-Perl,,NOT_FOUND,,,
1074,perl-Term-Table,Sumit,,,,
1075,perl-Term-UI,,NOT_FOUND,,,
1076,perl-TermReadKey,,NOT_FOUND,,,
1077,perl-Test-Base,,NOT_FOUND,,,
1078,perl-Test-CPAN-Meta,,NOT_FOUND,,,
1079,perl-Test-CPAN-Meta-JSON,,NOT_FOUND,,,
1080,perl-Test-ClassAPI,,NOT_FOUND,,,
1081,perl-Test-Differences,,NOT_FOUND,,,
1082,perl-Test-DistManifest,,NOT_FOUND,,,
1083,perl-Test-Distribution,Sumit,,,,
1084,perl-Test-EOL,Sreenivasulu,https://github.com/microsoft/azurelinux/pull/11525,,,
1085,perl-Test-Exception,,NOT_FOUND,,,
1086,perl-Test-Exit,,NOT_FOUND,,,
1087,perl-Test-FailWarnings,,NOT_FOUND,,,
1088,perl-Test-File,Sreenivasulu,https://github.com/microsoft/azurelinux/pull/11530,,,
1089,perl-Test-File-ShareDir,Sumit,,,,
1090,perl-Test-Harness,Sreenivasulu,https://github.com/microsoft/azurelinux/pull/11558,,,
1091,perl-Test-HasVersion,,NOT_FOUND,,,
1092,perl-Test-InDistDir,,NOT_FOUND,,,
1093,perl-Test-Inter,Sreenivasulu,https://github.com/microsoft/azurelinux/pull/11580,,,
1094,perl-Test-LongString,,NOT_FOUND,,,
1095,perl-Test-Manifest,Sreenivasulu,https://github.com/microsoft/azurelinux/pull/11627,,,
1096,perl-Test-Memory-Cycle,,NOT_FOUND,,,
1097,perl-Test-MinimumVersion,,NOT_FOUND,,,
1098,perl-Test-MockObject,,NOT_FOUND,,,
1099,perl-Test-MockRandom,,NOT_FOUND,,,
1100,perl-Test-NoTabs,,NOT_FOUND,,,
1101,perl-Test-Object,,NOT_FOUND,,,
1102,perl-Test-Output,,NOT_FOUND,,,
1103,perl-Test-Portability-Files,,NOT_FOUND,,,
1104,perl-Test-Requires,,NOT_FOUND,,,
1105,perl-Test-RequiresInternet,,NOT_FOUND,,,
1106,perl-Test-Script,,NOT_FOUND,,,
1107,perl-Test-Simple,,NOT_FOUND,,,
1108,perl-Test-SubCalls,,NOT_FOUND,,,
1109,perl-Test-Synopsis,Sreenivasulu,https://github.com/microsoft/azurelinux/pull/11690,,,
1110,perl-Test-Taint,,NOT_FOUND,,,
1111,perl-Test-TrailingSpace,,NOT_FOUND,,,
1112,perl-Test-Vars,,NOT_FOUND,,,
1113,perl-Test-Warn,,NOT_FOUND,,,
1114,perl-Test-Without-Module,,NOT_FOUND,,,
1115,perl-Test-utf8,,NOT_FOUND,,,
1116,perl-Test2-Plugin-NoWarnings,,NOT_FOUND,,,
1117,perl-Test2-Suite,,NOT_FOUND,,,
1118,perl-Test2-Tools-Explain,,NOT_FOUND,,,
1119,perl-Text-CSV_XS,,NOT_FOUND,,,
1120,perl-Text-CharWidth,,NOT_FOUND,,,
1121,perl-Text-Diff,,NOT_FOUND,,,
1122,perl-Text-Glob,,NOT_FOUND,,,
1123,perl-Text-Iconv,,NOT_FOUND,,,
1124,perl-Text-Soundex,,NOT_FOUND,,,
1125,perl-Text-Unidecode,,NOT_FOUND,,,
1126,perl-Text-WrapI18N,,NOT_FOUND,,,
1127,perl-Tie-IxHash,,NOT_FOUND,,,
1128,perl-Tree-DAG_Node,,NOT_FOUND,,,
1129,perl-UNIVERSAL-can,,NOT_FOUND,,,
1130,perl-UNIVERSAL-isa,,NOT_FOUND,,,
1131,perl-Unicode-EastAsianWidth,,NOT_FOUND,,,
1132,perl-Unicode-LineBreak,,NOT_FOUND,,,
1133,perl-Unicode-Map8,,NOT_FOUND,,,
1134,perl-Unicode-String,,NOT_FOUND,,,
1135,perl-Unicode-UTF8,,NOT_FOUND,,,
1136,perl-Unix-Syslog,,NOT_FOUND,,,
1137,perl-Variable-Magic,Sumit,https://github.com/microsoft/azurelinux/pull/11554,,,
1138,perl-Version-Requirements,Sumit,https://github.com/microsoft/azurelinux/pull/11555,,,
1139,perl-XML-Catalog,Sumit,https://github.com/microsoft/azurelinux/pull/11556,,,
1140,perl-XML-DOM,,NOT_FOUND,,,
1141,perl-XML-Dumper,,NOT_FOUND,,,
1142,perl-XML-Filter-BufferText,,NOT_FOUND,,,
1143,perl-XML-Generator,,NOT_FOUND,,,
1144,perl-XML-Grove,,NOT_FOUND,,,
1145,perl-XML-Handler-YAWriter,,NOT_FOUND,,,
1146,perl-XML-LibXSLT,,NOT_FOUND,,,
1147,perl-XML-Parser-Lite,,NOT_FOUND,,,
1148,perl-XML-RegExp,,NOT_FOUND,,,
1149,perl-XML-SAX-Writer,,NOT_FOUND,,,
1150,perl-XML-Simple,,NOT_FOUND,,,
1151,perl-XML-TokeParser,,NOT_FOUND,,,
1152,perl-XML-TreeBuilder,,NOT_FOUND,,,
1153,perl-XML-Twig,,NOT_FOUND,,,
1154,perl-XML-Writer,Sumit,,,,
1155,perl-XML-XPathEngine,,NOT_FOUND,,,
1156,perl-XString,Sumit,https://github.com/microsoft/azurelinux/pull/11559,,,
1157,perl-YAML-LibYAML,Sumit,https://github.com/microsoft/azurelinux/pull/11560,,,
1158,perl-YAML-PP,,NOT_FOUND,,,
1159,perl-YAML-Syck,,NOT_FOUND,,,
1160,perl-bareword-filehandles,,NOT_FOUND,,,
1161,perl-boolean,,NOT_FOUND,,,
1162,perl-gettext,,NOT_FOUND,,,
1163,perl-inc-latest,,NOT_FOUND,,,
1164,perl-indirect,,NOT_FOUND,,,
1165,perl-libnet,Sumit,https://github.com/microsoft/azurelinux/pull/11561,,,
1166,perl-libxml-perl,,NOT_FOUND,,,
1167,perl-multidimensional,,NOT_FOUND,,,
1168,perl-namespace-autoclean,,NOT_FOUND,,,
1169,perl-namespace-clean,,NOT_FOUND,,,
1170,perl-prefork,,NOT_FOUND,,,
1171,perl-strictures,,NOT_FOUND,,,
1172,perltidy,Sumit,https://github.com/microsoft/azurelinux/pull/11563,,,
1173,pesign,,NOT_FOUND,,,
1174,phodav,,NOT_FOUND,,,
1175,physfs,,NOT_FOUND,,,
1176,pinfo,Sumit,,,,
1177,pipewire,,NOT_FOUND,,,
1178,pkcs11-helper,Sumit,https://github.com/microsoft/azurelinux/pull/11565,,,
1179,plexus-pom,,NOT_FOUND,,,
1180,plotutils,,NOT_FOUND,,,
1181,pmdk-convert,,NOT_FOUND,,,
1182,pngcrush,,NOT_FOUND,,,
1183,pngnq,,NOT_FOUND,,,
1184,po4a,,NOT_FOUND,,,
1185,podman,,NOT_FOUND,,,
1186,poetry,,NOT_FOUND,,,
1187,polkit-pkla-compat,,NOT_FOUND,,,
1188,portreserve,,NOT_FOUND,,,
1189,potrace,,NOT_FOUND,,,
1190,powertop,Sumit,https://github.com/microsoft/azurelinux/pull/11608,,,
1191,ppp,,NOT_FOUND,,,
1192,pps-tools,Sumit,https://github.com/microsoft/azurelinux/pull/11609,,,
1193,pptp,,NOT_FOUND,,,
1194,procmail,Sumit,https://github.com/microsoft/azurelinux/pull/11610,,,
1195,proj,,NOT_FOUND,,,
1196,ps_mem,Sumit,https://github.com/microsoft/azurelinux/pull/11611,,,
1197,psacct,,NOT_FOUND,,,
1198,psl-make-dafsa,,NOT_FOUND,,,
1199,psutils,,NOT_FOUND,,,
1200,ptlib,,NOT_FOUND,,,
1201,publicsuffix,,NOT_FOUND,,,
1202,publicsuffix-list,,NOT_FOUND,,,
1203,pulseaudio,,NOT_FOUND,,,
1204,puppet,Sumit,,,,
1205,pyatspi,Sumit,https://github.com/microsoft/azurelinux/pull/10861,,,
1206,pybind11,,NOT_FOUND,,,
1207,pyflakes,,NOT_FOUND,,,
1208,pykickstart,Sumit,https://github.com/microsoft/azurelinux/pull/11612,,,
1209,pylint,,NOT_FOUND,,,
1210,pyparted,Sumit,https://github.com/microsoft/azurelinux/pull/11613,,,
1211,pyserial,Sumit,https://github.com/microsoft/azurelinux/pull/11614,,,
1212,python-CommonMark,,NOT_FOUND,,,
1213,python-IPy,Sumit,https://github.com/microsoft/azurelinux/pull/11615,,,
1214,python-PyMySQL,,NOT_FOUND,,,
1215,python-aiodns,,NOT_FOUND,,,
1216,python-aiohttp,,NOT_FOUND,,,
1217,python-alsa,Sumit,https://github.com/microsoft/azurelinux/pull/11617,,,
1218,python-argcomplete,,NOT_FOUND,,,
1219,python-astroid,,NOT_FOUND,,,
1220,python-augeas,,NOT_FOUND,,,
1221,python-azure-sdk,,NOT_FOUND,,,
1222,python-beautifulsoup4,,NOT_FOUND,,,
1223,python-betamax,Sumit,https://github.com/microsoft/azurelinux/pull/11619,,,
1224,python-blinker,,NOT_FOUND,,,
1225,python-blivet,Sumit,,,,
1226,python-cheetah,,NOT_FOUND,,,
1227,python-cmd2,Sumit,https://github.com/microsoft/azurelinux/pull/11671,,,
1228,python-colorama,,NOT_FOUND,,,
1229,python-configshell,Sumit,https://github.com/microsoft/azurelinux/pull/11672,,,
1230,python-cups,Sumit,https://github.com/microsoft/azurelinux/pull/11673,,,
1231,python-curio,,NOT_FOUND,,,
1232,python-d2to1,,NOT_FOUND,,,
1233,python-dbus-client-gen,Akhila,https://github.com/microsoft/azurelinux/pull/11674,,,
1234,python-dbus-python-client-gen,Akhila,https://github.com/microsoft/azurelinux/pull/11676,Bala,Dev Approved,
1235,python-dbus-signature-pyparsing,Akhila,https://github.com/microsoft/azurelinux/pull/11668,Bala,Dev Approved,
1236,python-dbusmock,,NOT_FOUND,,,
1237,python-ddt,,NOT_FOUND,,,
1238,python-debtcollector,,NOT_FOUND,,,
1239,python-dmidecode,,NOT_FOUND,,,
1240,python-dns,,NOT_FOUND,,,
1241,python-dtopt,,NOT_FOUND,,,
1242,python-dulwich,,NOT_FOUND,,,
1243,python-enchant,,NOT_FOUND,,,
1244,python-entrypoints,,NOT_FOUND,,,
1245,python-evdev,,NOT_FOUND,,,
1246,python-extras,,NOT_FOUND,,,
1247,python-faker,,NOT_FOUND,,,
1248,python-fasteners,,NOT_FOUND,,,
1249,python-fixtures,,NOT_FOUND,,,
1250,python-flake8,,NOT_FOUND,,,
1251,python-flask,,NOT_FOUND,,,
1252,python-fluidity-sm,,NOT_FOUND,,,
1253,python-funcsigs,,NOT_FOUND,,,
1254,python-genshi,,NOT_FOUND,,,
1255,python-gssapi,,NOT_FOUND,,,
1256,python-hs-dbus-signature,,NOT_FOUND,,,
1257,python-httplib2,,NOT_FOUND,,,
1258,python-humanize,,NOT_FOUND,,,
1259,python-hwdata,,NOT_FOUND,,,
1260,python-inotify,,NOT_FOUND,,,
1261,python-into-dbus-python,Akhila,https://github.com/microsoft/azurelinux/pull/11638,Bala,Dev Approved,
1262,python-iso8601,,NOT_FOUND,,,
1263,python-isodate,,NOT_FOUND,,,
1264,python-isort,,NOT_FOUND,,,
1265,python-itsdangerous,,NOT_FOUND,,,
1266,python-justbases,Akhila,https://github.com/microsoft/azurelinux/pull/11594,Suresh,Dev Approved,
1267,python-justbytes,Akhila,https://github.com/microsoft/azurelinux/pull/11597,Suresh,Dev Approved,
1268,python-jwcrypto,,NOT_FOUND,,,
1269,python-kdcproxy,,NOT_FOUND,,,
1270,python-kerberos,,NOT_FOUND,,,
1271,python-kmod,Akhila,https://github.com/microsoft/azurelinux/pull/11636,Suresh,In Review,
1272,python-lazy-object-proxy,,NOT_FOUND,,,
1273,python-ldap,,NOT_FOUND,,,
1274,python-lit,,NOT_FOUND,,,
1275,python-mccabe,,NOT_FOUND,,,
1276,python-memcached,,NOT_FOUND,,,
1277,python-mimeparse,,NOT_FOUND,,,
1278,python-monotonic,,NOT_FOUND,,,
1279,python-msal,,NOT_FOUND,,,
1280,python-msrestazure,,NOT_FOUND,,,
1281,python-mutagen,,NOT_FOUND,,,
1282,python-ntlm-auth,,NOT_FOUND,,,
1283,python-oauth2client,,NOT_FOUND,,,
1284,python-openpyxl,,NOT_FOUND,,,
1285,python-openstackdocstheme,,NOT_FOUND,,,
1286,python-oslo-i18n,,NOT_FOUND,,,
1287,python-oslo-sphinx,,NOT_FOUND,,,
1288,python-paramiko,,NOT_FOUND,,,
1289,python-podman-api,,NOT_FOUND,,,
1290,python-productmd,,NOT_FOUND,,,
1291,python-pycares,,NOT_FOUND,,,
1292,python-pydbus,,NOT_FOUND,,,
1293,python-pymongo,Akhila,https://github.com/microsoft/azurelinux/pull/11637,,,
1294,python-pyperclip,,NOT_FOUND,,,
1295,python-pyroute2,,NOT_FOUND,,,
1296,python-pyrsistent,,NOT_FOUND,,,
1297,python-pysocks,,NOT_FOUND,,,
1298,python-pytest-flake8,,NOT_FOUND,,,
1299,python-pytest-relaxed,,NOT_FOUND,,,
1300,python-pytest-runner,,NOT_FOUND,,,
1301,python-pytest-subtests,,NOT_FOUND,,,
1302,python-pytest-timeout,,NOT_FOUND,,,
1303,python-pytoml,,NOT_FOUND,,,
1304,python-qrcode,,NOT_FOUND,,,
1305,python-rdflib,,NOT_FOUND,,,
1306,python-recommonmark,,NOT_FOUND,,,
1307,python-redis,,NOT_FOUND,,,
1308,python-requests-file,,NOT_FOUND,,,
1309,python-requests-ftp,,NOT_FOUND,,,
1310,python-requests-kerberos,,NOT_FOUND,,,
1311,python-requests-mock,,NOT_FOUND,,,
1312,python-requests-toolbelt,,NOT_FOUND,,,
1313,python-requests_ntlm,,NOT_FOUND,,,
1314,python-rfc3986,,NOT_FOUND,,,
1315,python-rpm-generators,,NOT_FOUND,,,
1316,python-rpmfluff,Akhila,https://github.com/microsoft/azurelinux/pull/11639,Suresh,Dev Approved,
1317,python-rtslib,Akhila,,,,
1318,python-s3transfer,,NOT_FOUND,,,
1319,python-semantic_version,,NOT_FOUND,,,
1320,python-should_dsl,,NOT_FOUND,,,
1321,python-simpleline,Akhila,,Suresh,In Review,
1322,python-slip,,NOT_FOUND,,,
1323,python-sniffio,,NOT_FOUND,,,
1324,python-soupsieve,,NOT_FOUND,,,
1325,python-sphinx-epytext,,NOT_FOUND,,,
1326,python-sphinxcontrib-apidoc,Akhila,https://github.com/microsoft/azurelinux/pull/11635,Suresh,Dev Approved,
1327,python-sphinxcontrib-httpdomain,,NOT_FOUND,,,
1328,python-suds,,NOT_FOUND,,,
1329,python-systemd,,NOT_FOUND,,,
1330,python-tempita,,NOT_FOUND,,,
1331,python-templated-dictionary,,NOT_FOUND,,,
1332,python-testpath,,NOT_FOUND,,,
1333,python-testresources,,NOT_FOUND,,,
1334,python-testscenarios,,NOT_FOUND,,,
1335,python-testtools,,NOT_FOUND,,,
1336,python-toml,,NOT_FOUND,,,
1337,python-tornado,,NOT_FOUND,,,
1338,python-tox,,NOT_FOUND,,,
1339,python-trio,,NOT_FOUND,,,
1340,python-uamqp,,NOT_FOUND,,,
1341,python-unittest2,,NOT_FOUND,,,
1342,python-uritemplate,Akhila,https://github.com/microsoft/azurelinux/pull/11669,Suresh,Dev Approved,
1343,python-urwid,,NOT_FOUND,,,
1344,python-varlink,Akhila,,Suresh,In Review,
1345,python-voluptuous,,NOT_FOUND,,,
1346,python-waitress,,NOT_FOUND,,,
1347,python-webencodings,,NOT_FOUND,,,
1348,python-webtest,,NOT_FOUND,,,
1349,python-whoosh,,NOT_FOUND,,,
1350,python-winrm,,NOT_FOUND,,,
1351,python-xmltodict,Akhila,https://github.com/microsoft/azurelinux/pull/11592,Suresh,Dev Approved,
1352,python-yubico,,NOT_FOUND,,,
1353,python-zmq,,NOT_FOUND,,,
1354,python3-mallard-ducktype,,NOT_FOUND,,,
1355,python3-typed_ast,,NOT_FOUND,,,
1356,pyusb,,NOT_FOUND,,,
1357,pywbem,Akhila,https://github.com/microsoft/azurelinux/pull/11589,,,
1358,pyxattr,,NOT_FOUND,,,
1359,qhull,Akhila,https://github.com/microsoft/azurelinux/pull/11493,,,
1360,qpdf,,NOT_FOUND,,,
1361,qperf,,NOT_FOUND,,,
1362,qr-code-generator,Akhila,https://github.com/microsoft/azurelinux/pull/11517,,,
1363,qt5-qtconnectivity,,NOT_FOUND,,,
1364,qt5-qtsensors,,NOT_FOUND,,,
1365,qt5-qtserialport,,NOT_FOUND,,,
1366,quagga,,NOT_FOUND,,,
1367,raptor2,,NOT_FOUND,,,
1368,rarian,,NOT_FOUND,,,
1369,rasdaemon,,NOT_FOUND,,,
1370,rasqal,,NOT_FOUND,,,
1371,rcs,,NOT_FOUND,,,
1372,rdist,,NOT_FOUND,,,
1373,re2c,Akhila,https://github.com/microsoft/azurelinux/pull/11520,Suresh,In Review,
1374,realmd,Jyoti,,,,
1375,rear,,NOT_FOUND,,,
1376,recode,Akhila,https://github.com/microsoft/azurelinux/pull/11514,Suresh,In Review,
1377,redland,,NOT_FOUND,,,
1378,regexp,,NOT_FOUND,,,
1379,relaxngDatatype,,NOT_FOUND,,,
1380,resource-agents,,NOT_FOUND,,,
1381,rhash,Akhila,,,,
1382,rhino,,NOT_FOUND,,,
1383,rhnlib,,NOT_FOUND,,,
1384,ripgrep,,NOT_FOUND,,,
1385,rp-pppoe,,NOT_FOUND,,,
1386,rpmlint,,NOT_FOUND,,,
1387,rtkit,,NOT_FOUND,,,
1388,rubygem-bson,Jyoti,NOT_FOUND,,,
1389,rubygem-coderay,,NOT_FOUND,,,
1390,rubygem-diff-lcs,,NOT_FOUND,,,
1391,rubygem-eventmachine,,NOT_FOUND,,,
1392,rubygem-flexmock,Akhila,https://github.com/microsoft/azurelinux/pull/11538,,,
1393,rubygem-liquid,Akhila,,,,
1394,rubygem-maruku,,NOT_FOUND,,,
1395,rubygem-mongo,Akhila,,,,
1396,rubygem-mysql2,,NOT_FOUND,,,
1397,rubygem-pkg-config,Akhila,https://github.com/microsoft/azurelinux/pull/11601,,,
1398,rubygem-rouge,Akhila,https://github.com/microsoft/azurelinux/pull/11704,Bala,In Review,
1399,rubygem-rspec-expectations,,NOT_FOUND,,,
1400,rubygem-rspec-mocks,,NOT_FOUND,,,
1401,rubygem-rspec-support,,NOT_FOUND,,,
1402,rubygem-thread_order,,NOT_FOUND,,,
1403,rusers,,NOT_FOUND,,,
1404,rust-cbindgen,,NOT_FOUND,,,
1405,samba,,NOT_FOUND,,,
1406,sassist,,NOT_FOUND,,,
1407,satyr,Sumit,https://github.com/microsoft/azurelinux/pull/11240,,,
1408,sbc,Archana,https://github.com/microsoft/azurelinux/pull/11821,,,
1409,sblim-cim-client2,,NOT_FOUND,,,
1410,sblim-cmpi-base,,NOT_FOUND,,,
1411,sblim-cmpi-devel,,NOT_FOUND,,,
1412,sblim-cmpi-fsvol,,NOT_FOUND,,,
1413,sblim-cmpi-network,,NOT_FOUND,,,
1414,sblim-cmpi-nfsv3,,NOT_FOUND,,,
1415,sblim-cmpi-nfsv4,,NOT_FOUND,,,
1416,sblim-cmpi-params,,NOT_FOUND,,,
1417,sblim-cmpi-sysfs,,NOT_FOUND,,,
1418,sblim-cmpi-syslog,,NOT_FOUND,,,
1419,sblim-indication_helper,,NOT_FOUND,,,
1420,sblim-sfcCommon,,NOT_FOUND,,,
1421,sblim-sfcb,,NOT_FOUND,,,
1422,sblim-sfcc,,NOT_FOUND,,,
1423,sblim-testsuite,,NOT_FOUND,,,
1424,sblim-wbemcli,,NOT_FOUND,,,
1425,scl-utils,Archana,,,,
1426,scotch,,NOT_FOUND,,,
1427,screen,,NOT_FOUND,,,
1428,sdparm,Archana,https://github.com/microsoft/azurelinux/pull/11822,,,
1429,sendmail,,NOT_FOUND,,,
1430,serd,,NOT_FOUND,,,
1431,servletapi4,,NOT_FOUND,,,
1432,servletapi5,,NOT_FOUND,,,
1433,setserial,,NOT_FOUND,,,
1434,setuptool,,NOT_FOUND,,,
1435,sgpio,,NOT_FOUND,,,
1436,shapelib,,NOT_FOUND,,,
1437,sip,Archana,,,,
1438,skkdic,Archana,https://github.com/microsoft/azurelinux/pull/11834,,,
1439,slirp4netns,Archana,,,,
1440,smc-tools,,NOT_FOUND,,,
1441,sombok,,NOT_FOUND,,,
1442,sord,,NOT_FOUND,,,
1443,sound-theme-freedesktop,,NOT_FOUND,,,
1444,soundtouch,Archana,https://github.com/microsoft/azurelinux/pull/11835,,,
1445,sox,,NOT_FOUND,,,
1446,soxr,,NOT_FOUND,,,
1447,sparsehash,,NOT_FOUND,,,
1448,spausedd,Archana,,,,
1449,speex,,NOT_FOUND,,,
1450,speexdsp,Archana,,,,
1451,spice-protocol,Archana,,,,
1452,spice-vdagent,,NOT_FOUND,,,
1453,spirv-headers,,NOT_FOUND,,,
1454,spirv-tools,,NOT_FOUND,,,
1455,splix,,NOT_FOUND,,,
1456,squid,,NOT_FOUND,,,
1457,sratom,,NOT_FOUND,,,
1458,star,,NOT_FOUND,,,
1459,startup-notification,,NOT_FOUND,,,
1460,stunnel,,NOT_FOUND,,,
1461,subscription-manager,,NOT_FOUND,,,
1462,suitesparse,,NOT_FOUND,,,
1463,switcheroo-control,,NOT_FOUND,,,
1464,sysfsutils,,NOT_FOUND,,,
1465,systemd-bootchart,,NOT_FOUND,,,
1466,t1lib,,NOT_FOUND,,,
1467,t1utils,,NOT_FOUND,,,
1468,taglib,Archana,,,,
1469,tang,,NOT_FOUND,,,
1470,targetcli,Archana,,,,
1471,tbb,,NOT_FOUND,,,
1472,tcl-pgtcl,,NOT_FOUND,,,
1473,tclx,,NOT_FOUND,,,
1474,teckit,Archana,,,,
1475,telnet,,NOT_FOUND,,,
1476,tix,,NOT_FOUND,,,
1477,tk,,NOT_FOUND,,,
1478,tlog,,NOT_FOUND,,,
1479,tmpwatch,,NOT_FOUND,,,
1480,tn5250,Archana,,,,
1481,tofrodos,,NOT_FOUND,,,
1482,tpm-quote-tools,,NOT_FOUND,,,
1483,tpm-tools,,NOT_FOUND,,,
1484,trilead-ssh2,,NOT_FOUND,,,
1485,tss2,Archana,,,,
1486,ttmkfdir,,NOT_FOUND,,,
1487,twolame,Archana,,,,
1488,uchardet,Archana,,,,
1489,ucpp,,NOT_FOUND,,,
1490,ucs-miscfixed-fonts,,NOT_FOUND,,,
1491,udftools,Archana,,,,
1492,udica,,NOT_FOUND,,,
1493,udisks2,,NOT_FOUND,,,
1494,uglify-js,,NOT_FOUND,,,
1495,umoci,,NOT_FOUND,,,
1496,unicode-emoji,Jagadeesh,,,,
1497,unicode-ucd,Jagadeesh,,,,
1498,unique3,,NOT_FOUND,,,
1499,units,Jagadeesh,,,,
1500,upower,,NOT_FOUND,,,
1501,uriparser,,NOT_FOUND,,,
1502,urlview,,NOT_FOUND,,,
1503,usb_modeswitch,Jagadeesh,,,,
1504,usb_modeswitch-data,,NOT_FOUND,,,
1505,usbguard,,NOT_FOUND,,,
1506,usbmuxd,,NOT_FOUND,,,
1507,usermode,,NOT_FOUND,,,
1508,ustr,,NOT_FOUND,,,
1509,uthash,Jagadeesh,,,,
1510,uw-imap,,NOT_FOUND,,,
1511,v4l-utils,,NOT_FOUND,,,
1512,vhostmd,,NOT_FOUND,,,
1513,vino,,NOT_FOUND,,,
1514,virt-p2v,,NOT_FOUND,,,
1515,virt-top,Jagadeesh,,,,
1516,virt-who,,NOT_FOUND,,,
1517,vmem,,NOT_FOUND,,,
1518,volume_key,Jyoti,https://github.com/microsoft/azurelinux/pull/10952,,,
1519,vorbis-tools,,NOT_FOUND,,,
1520,watchdog,Akarsh,NOT_FOUND,,,
1521,wavpack,Akarsh,https://github.com/microsoft/azurelinux/pull/11645,,,
1522,web-assets,,NOT_FOUND,,,
1523,webrtc-audio-processing,Akarsh,https://github.com/microsoft/azurelinux/pull/11644,,,
1524,whois,Akarsh,NOT_FOUND,,,
1525,wireshark,,NOT_FOUND,,,
1526,woff2,,NOT_FOUND,,,
1527,wordnet,,NOT_FOUND,,,
1528,wpebackend-fdo,,NOT_FOUND,,,
1529,wsmancli,,NOT_FOUND,,,
1530,wvdial,,NOT_FOUND,,,
1531,x3270,,NOT_FOUND,,,
1532,xalan-j2,,NOT_FOUND,,,
1533,xapian-core,Aninda,,,,
1534,xbean,,NOT_FOUND,,,
1535,xcb-util,,NOT_FOUND,,,
1536,xcb-util-image,,NOT_FOUND,,,
1537,xcb-util-keysyms,,NOT_FOUND,,,
1538,xcb-util-renderutil,,NOT_FOUND,,,
1539,xcb-util-wm,Aninda,https://github.com/microsoft/azurelinux/pull/11683,,,
1540,xdelta,,NOT_FOUND,,,
1541,xdg-dbus-proxy,Aninda,https://github.com/microsoft/azurelinux/pull/11689,Suresh,In Review,
1542,xdg-utils,Aninda,https://github.com/microsoft/azurelinux/pull/11699,Suresh,In Review,
1543,xerces-j2,,NOT_FOUND,,,
1544,xfconf,Kevin,,,,
1545,xfsdump,Kevin,,,,
1546,xhtml1-dtds,,NOT_FOUND,,,
1547,xmldb-api,,NOT_FOUND,,,
1548,xmlrpc-c,Sumit,https://github.com/microsoft/azurelinux/pull/11243,,,
1549,xmlunit,,NOT_FOUND,,,
1550,xorg-x11-fonts,,NOT_FOUND,,,
1551,xorg-x11-utils,,NOT_FOUND,,,
1552,xpp2,,NOT_FOUND,,,
1553,xpp3,,NOT_FOUND,,,
1554,xrestop,Kevin,,,,
1555,xterm,,NOT_FOUND,,,
1556,yelp-tools,,NOT_FOUND,,,
1557,yelp-xsl,,NOT_FOUND,,,
1558,ykclient,,NOT_FOUND,,,
1559,ypserv,Kevin,,,,
1560,z3,,NOT_FOUND,,,
1561,zenity,,NOT_FOUND,,,
1562,zopfli,,NOT_FOUND,,,
1563,zziplib,,NOT_FOUND,,,
1564,DartSass,Sumit,,,,
1565,rubygem-sys-filesystem,Jyoti,https://github.com/microsoft/azurelinux/pull/10888,,,
1566,libimobiledevice-glue,Kevin,https://github.com/microsoft/azurelinux/pull/10898,,,
1567,rubygem-puppet-resource_api,Sumit,,,,
1568,rubygem-hocon,Sumit,https://github.com/microsoft/azurelinux/pull/11353,,,
1569,rubygem-deep_merge,Sumit,https://github.com/microsoft/azurelinux/pull/11354,,,
1570,hiera,Sumit,https://github.com/microsoft/azurelinux/pull/11358,,,
1571,libselinux,Sumit,https://github.com/microsoft/azurelinux/pull/11359,,,
1572,rubygem-racc,Sumit,,,,
1573,rubygem-scanf,Sumit,https://github.com/microsoft/azurelinux/pull/11356,,,
1574,rubygem-test-unit-ruby-core,Sumit,https://github.com/microsoft/azurelinux/pull/11357,,,
1575,perl-Test-RandomResult,Kevin,,,,
1576,NOVALIDPACKAGE,NO-DEV,NOT_FOUND,,,
1577,NOVALIDPACKAGE,NO-DEV,NOT_FOUND,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
